SA2_CODE,obsValue,ARR_BAND
407021156,25,Arrived 1996 - 2005
407021156,39,Arrived 2006 - 2015
407021156,0,Arrived 1 Jan 2016 - 9 August 2016
407021156,11,Not stated
407021157,668,Total
407021157,0,Arrived 1900 - 1945
407021157,28,Arrived 1946 - 1955
407021157,46,Arrived 1956 - 1965
407021157,53,Arrived 1966 - 1975
407021157,34,Arrived 1976 - 1985
407021157,35,Arrived 1986 - 1995
407021157,61,Arrived 1996 - 2005
407021157,354,Arrived 2006 - 2015
407021157,22,Arrived 1 Jan 2016 - 9 August 2016
407021157,29,Not stated
407021158,241,Total
407021158,0,Arrived 1900 - 1945
407021158,34,Arrived 1946 - 1955
407021158,56,Arrived 1956 - 1965
407021158,43,Arrived 1966 - 1975
407021158,34,Arrived 1976 - 1985
407021158,11,Arrived 1986 - 1995
407021158,20,Arrived 1996 - 2005
407021158,27,Arrived 2006 - 2015
407021158,3,Arrived 1 Jan 2016 - 9 August 2016
407021158,16,Not stated
407021173,1463,Total
407021173,5,Arrived 1900 - 1945
407021173,151,Arrived 1946 - 1955
407021173,236,Arrived 1956 - 1965
407021173,245,Arrived 1966 - 1975
407021173,104,Arrived 1976 - 1985
407021173,81,Arrived 1986 - 1995
407021173,159,Arrived 1996 - 2005
407021173,400,Arrived 2006 - 2015
407021173,4,Arrived 1 Jan 2016 - 9 August 2016
407021173,69,Not stated
407021174,1565,Total
407021174,0,Arrived 1900 - 1945
407021174,177,Arrived 1946 - 1955
407021174,265,Arrived 1956 - 1965
407021174,215,Arrived 1966 - 1975
407021174,88,Arrived 1976 - 1985
407021174,68,Arrived 1986 - 1995
407021174,127,Arrived 1996 - 2005
407021174,530,Arrived 2006 - 2015
407021174,24,Arrived 1 Jan 2016 - 9 August 2016
407021174,76,Not stated
407031159,731,Total
407031159,5,Arrived 1900 - 1945
407031159,71,Arrived 1946 - 1955
407031159,201,Arrived 1956 - 1965
407031159,139,Arrived 1966 - 1975
407031159,45,Arrived 1976 - 1985
407031159,67,Arrived 1986 - 1995
407031159,61,Arrived 1996 - 2005
407031159,113,Arrived 2006 - 2015
407031159,5,Arrived 1 Jan 2016 - 9 August 2016
407031159,31,Not stated
407031160,509,Total
407031160,3,Arrived 1900 - 1945
407031160,47,Arrived 1946 - 1955
407031160,111,Arrived 1956 - 1965
407031160,86,Arrived 1966 - 1975
407031160,24,Arrived 1976 - 1985
407031160,36,Arrived 1986 - 1995
407031160,46,Arrived 1996 - 2005
407031160,126,Arrived 2006 - 2015
407031160,15,Arrived 1 Jan 2016 - 9 August 2016
407031160,15,Not stated
407031161,274,Total
407031161,0,Arrived 1900 - 1945
407031161,7,Arrived 1946 - 1955
407031161,27,Arrived 1956 - 1965
407031161,47,Arrived 1966 - 1975
407031161,8,Arrived 1976 - 1985
407031161,16,Arrived 1986 - 1995
407031161,29,Arrived 1996 - 2005
407031161,97,Arrived 2006 - 2015
407031161,17,Arrived 1 Jan 2016 - 9 August 2016
407031161,24,Not stated
407031162,380,Total
407031162,0,Arrived 1900 - 1945
407031162,35,Arrived 1946 - 1955
407031162,83,Arrived 1956 - 1965
407031162,82,Arrived 1966 - 1975
407031162,28,Arrived 1976 - 1985
407031162,25,Arrived 1986 - 1995
407031162,23,Arrived 1996 - 2005
407031162,71,Arrived 2006 - 2015
407031162,18,Arrived 1 Jan 2016 - 9 August 2016
407031162,22,Not stated
407031163,123,Total
407031163,0,Arrived 1900 - 1945
407031163,12,Arrived 1946 - 1955
407031163,31,Arrived 1956 - 1965
407031163,26,Arrived 1966 - 1975
407031163,13,Arrived 1976 - 1985
407031163,8,Arrived 1986 - 1995
407031163,8,Arrived 1996 - 2005
407031163,20,Arrived 2006 - 2015
407031163,0,Arrived 1 Jan 2016 - 9 August 2016
407031163,3,Not stated
407031164,638,Total
407031164,0,Arrived 1900 - 1945
407031164,78,Arrived 1946 - 1955
407031164,160,Arrived 1956 - 1965
407031164,172,Arrived 1966 - 1975
407031164,65,Arrived 1976 - 1985
407031164,33,Arrived 1986 - 1995
407031164,24,Arrived 1996 - 2005
407031164,70,Arrived 2006 - 2015
407031164,8,Arrived 1 Jan 2016 - 9 August 2016
407031164,24,Not stated
407031165,2801,Total
407031165,9,Arrived 1900 - 1945
407031165,153,Arrived 1946 - 1955
407031165,287,Arrived 1956 - 1965
407031165,285,Arrived 1966 - 1975
407031165,91,Arrived 1976 - 1985
407031165,86,Arrived 1986 - 1995
407031165,205,Arrived 1996 - 2005
407031165,1323,Arrived 2006 - 2015
407031165,113,Arrived 1 Jan 2016 - 9 August 2016
407031165,237,Not stated
407031166,298,Total
407031166,5,Arrived 1900 - 1945
407031166,28,Arrived 1946 - 1955
407031166,77,Arrived 1956 - 1965
407031166,73,Arrived 1966 - 1975
407031166,15,Arrived 1976 - 1985
407031166,20,Arrived 1986 - 1995
407031166,27,Arrived 1996 - 2005
407031166,29,Arrived 2006 - 2015
407031166,0,Arrived 1 Jan 2016 - 9 August 2016
407031166,15,Not stated
407031167,722,Total
407031167,5,Arrived 1900 - 1945
407031167,49,Arrived 1946 - 1955
407031167,121,Arrived 1956 - 1965
407031167,93,Arrived 1966 - 1975
407031167,36,Arrived 1976 - 1985
407031167,40,Arrived 1986 - 1995
407031167,55,Arrived 1996 - 2005
407031167,250,Arrived 2006 - 2015
407031167,9,Arrived 1 Jan 2016 - 9 August 2016
407031167,60,Not stated
407031168,552,Total
407031168,0,Arrived 1900 - 1945
407031168,50,Arrived 1946 - 1955
407031168,111,Arrived 1956 - 1965
407031168,96,Arrived 1966 - 1975
407031168,53,Arrived 1976 - 1985
407031168,42,Arrived 1986 - 1995
407031168,51,Arrived 1996 - 2005
407031168,95,Arrived 2006 - 2015
407031168,16,Arrived 1 Jan 2016 - 9 August 2016
407031168,47,Not stated
407031169,446,Total
407031169,3,Arrived 1900 - 1945
407031169,52,Arrived 1946 - 1955
407031169,85,Arrived 1956 - 1965
407031169,98,Arrived 1966 - 1975
407031169,32,Arrived 1976 - 1985
407031169,30,Arrived 1986 - 1995
407031169,36,Arrived 1996 - 2005
407031169,79,Arrived 2006 - 2015
407031169,6,Arrived 1 Jan 2016 - 9 August 2016
407031169,21,Not stated
407031170,697,Total
407031170,4,Arrived 1900 - 1945
407031170,50,Arrived 1946 - 1955
407031170,136,Arrived 1956 - 1965
407031170,157,Arrived 1966 - 1975
407031170,46,Arrived 1976 - 1985
407031170,51,Arrived 1986 - 1995
407031170,52,Arrived 1996 - 2005
407031170,122,Arrived 2006 - 2015
407031170,18,Arrived 1 Jan 2016 - 9 August 2016
407031170,57,Not stated
497979799,3,Total
497979799,0,Arrived 1900 - 1945
497979799,0,Arrived 1946 - 1955
497979799,0,Arrived 1956 - 1965
497979799,0,Arrived 1966 - 1975
497979799,0,Arrived 1976 - 1985
497979799,0,Arrived 1986 - 1995
497979799,0,Arrived 1996 - 2005
497979799,3,Arrived 2006 - 2015
497979799,0,Arrived 1 Jan 2016 - 9 August 2016
497979799,0,Not stated
502011021,1840,Total
502011021,3,Arrived 1900 - 1945
502011021,99,Arrived 1946 - 1955
502011021,132,Arrived 1956 - 1965
502011021,327,Arrived 1966 - 1975
502011021,225,Arrived 1976 - 1985
502011021,199,Arrived 1986 - 1995
502011021,229,Arrived 1996 - 2005
502011021,572,Arrived 2006 - 2015
502011021,11,Arrived 1 Jan 2016 - 9 August 2016
502011021,36,Not stated
502011022,2131,Total
502011022,3,Arrived 1900 - 1945
502011022,122,Arrived 1946 - 1955
502011022,181,Arrived 1956 - 1965
502011022,406,Arrived 1966 - 1975
502011022,221,Arrived 1976 - 1985
502011022,191,Arrived 1986 - 1995
502011022,241,Arrived 1996 - 2005
502011022,688,Arrived 2006 - 2015
502011022,23,Arrived 1 Jan 2016 - 9 August 2016
502011022,51,Not stated
502011023,2241,Total
502011023,23,Arrived 1900 - 1945
502011023,156,Arrived 1946 - 1955
502011023,212,Arrived 1956 - 1965
502011023,542,Arrived 1966 - 1975
502011023,253,Arrived 1976 - 1985
502011023,157,Arrived 1986 - 1995
502011023,227,Arrived 1996 - 2005
502011023,567,Arrived 2006 - 2015
502011023,19,Arrived 1 Jan 2016 - 9 August 2016
502011023,75,Not stated
502011024,5384,Total
502011024,16,Arrived 1900 - 1945
502011024,267,Arrived 1946 - 1955
502011024,297,Arrived 1956 - 1965
502011024,896,Arrived 1966 - 1975
502011024,511,Arrived 1976 - 1985
502011024,452,Arrived 1986 - 1995
502011024,645,Arrived 1996 - 2005
502011024,2107,Arrived 2006 - 2015
502011024,53,Arrived 1 Jan 2016 - 9 August 2016
502011024,135,Not stated
502011025,2517,Total
502011025,8,Arrived 1900 - 1945
502011025,121,Arrived 1946 - 1955
502011025,208,Arrived 1956 - 1965
502011025,478,Arrived 1966 - 1975
502011025,209,Arrived 1976 - 1985
502011025,219,Arrived 1986 - 1995
502011025,206,Arrived 1996 - 2005
502011025,957,Arrived 2006 - 2015
502011025,39,Arrived 1 Jan 2016 - 9 August 2016
502011025,81,Not stated
502011026,1133,Total
502011026,3,Arrived 1900 - 1945
502011026,92,Arrived 1946 - 1955
502011026,133,Arrived 1956 - 1965
502011026,306,Arrived 1966 - 1975
502011026,160,Arrived 1976 - 1985
502011026,94,Arrived 1986 - 1995
502011026,122,Arrived 1996 - 2005
502011026,207,Arrived 2006 - 2015
502011026,5,Arrived 1 Jan 2016 - 9 August 2016
502011026,19,Not stated
502011027,5590,Total
502011027,6,Arrived 1900 - 1945
502011027,151,Arrived 1946 - 1955
502011027,219,Arrived 1956 - 1965
502011027,628,Arrived 1966 - 1975
502011027,354,Arrived 1976 - 1985
502011027,438,Arrived 1986 - 1995
502011027,803,Arrived 1996 - 2005
502011027,2788,Arrived 2006 - 2015
502011027,70,Arrived 1 Jan 2016 - 9 August 2016
502011027,125,Not stated
502011028,2621,Total
502011028,5,Arrived 1900 - 1945
502011028,149,Arrived 1946 - 1955
502011028,220,Arrived 1956 - 1965
502011028,591,Arrived 1966 - 1975
502011028,269,Arrived 1976 - 1985
502011028,210,Arrived 1986 - 1995
502011028,245,Arrived 1996 - 2005
502011028,763,Arrived 2006 - 2015
502011028,29,Arrived 1 Jan 2016 - 9 August 2016
502011028,140,Not stated
502011029,1669,Total
502011029,4,Arrived 1900 - 1945
502011029,101,Arrived 1946 - 1955
502011029,145,Arrived 1956 - 1965
502011029,483,Arrived 1966 - 1975
502011029,186,Arrived 1976 - 1985
502011029,166,Arrived 1986 - 1995
502011029,190,Arrived 1996 - 2005
502011029,325,Arrived 2006 - 2015
502011029,14,Arrived 1 Jan 2016 - 9 August 2016
502011029,49,Not stated
503011030,1964,Total
503011030,22,Arrived 1900 - 1945
503011030,103,Arrived 1946 - 1955
503011030,107,Arrived 1956 - 1965
503011030,219,Arrived 1966 - 1975
503011030,250,Arrived 1976 - 1985
503011030,267,Arrived 1986 - 1995
503011030,339,Arrived 1996 - 2005
503011030,604,Arrived 2006 - 2015
503011030,22,Arrived 1 Jan 2016 - 9 August 2016
503011030,33,Not stated
503011031,2504,Total
503011031,28,Arrived 1900 - 1945
503011031,94,Arrived 1946 - 1955
503011031,147,Arrived 1956 - 1965
503011031,262,Arrived 1966 - 1975
503011031,271,Arrived 1976 - 1985
503011031,275,Arrived 1986 - 1995
503011031,396,Arrived 1996 - 2005
503011031,887,Arrived 2006 - 2015
503011031,86,Arrived 1 Jan 2016 - 9 August 2016
503011031,64,Not stated
503011032,1827,Total
503011032,10,Arrived 1900 - 1945
503011032,76,Arrived 1946 - 1955
503011032,128,Arrived 1956 - 1965
503011032,220,Arrived 1966 - 1975
503011032,182,Arrived 1976 - 1985
503011032,202,Arrived 1986 - 1995
503011032,245,Arrived 1996 - 2005
503011032,644,Arrived 2006 - 2015
503011032,54,Arrived 1 Jan 2016 - 9 August 2016
503011032,63,Not stated
503011033,2013,Total
503011033,9,Arrived 1900 - 1945
503011033,77,Arrived 1946 - 1955
503011033,97,Arrived 1956 - 1965
503011033,226,Arrived 1966 - 1975
503011033,257,Arrived 1976 - 1985
503011033,306,Arrived 1986 - 1995
503011033,357,Arrived 1996 - 2005
503011033,610,Arrived 2006 - 2015
503011033,27,Arrived 1 Jan 2016 - 9 August 2016
503011033,41,Not stated
503011034,3223,Total
503011034,21,Arrived 1900 - 1945
503011034,111,Arrived 1946 - 1955
503011034,177,Arrived 1956 - 1965
503011034,289,Arrived 1966 - 1975
503011034,292,Arrived 1976 - 1985
503011034,374,Arrived 1986 - 1995
503011034,609,Arrived 1996 - 2005
503011034,1196,Arrived 2006 - 2015
503011034,79,Arrived 1 Jan 2016 - 9 August 2016
503011034,81,Not stated
503011035,7376,Total
503011035,36,Arrived 1900 - 1945
503011035,175,Arrived 1946 - 1955
503011035,252,Arrived 1956 - 1965
503011035,606,Arrived 1966 - 1975
503011035,736,Arrived 1976 - 1985
503011035,874,Arrived 1986 - 1995
503011035,1060,Arrived 1996 - 2005
503011035,2863,Arrived 2006 - 2015
503011035,557,Arrived 1 Jan 2016 - 9 August 2016
503011035,210,Not stated
503011036,2479,Total
503011036,14,Arrived 1900 - 1945
503011036,90,Arrived 1946 - 1955
503011036,137,Arrived 1956 - 1965
503011036,270,Arrived 1966 - 1975
503011036,287,Arrived 1976 - 1985
503011036,327,Arrived 1986 - 1995
503011036,513,Arrived 1996 - 2005
503011036,746,Arrived 2006 - 2015
503011036,39,Arrived 1 Jan 2016 - 9 August 2016
503011036,60,Not stated
503021037,13,Total
503021037,0,Arrived 1900 - 1945
503021037,0,Arrived 1946 - 1955
503021037,3,Arrived 1956 - 1965
503021037,3,Arrived 1966 - 1975
503021037,0,Arrived 1976 - 1985
503021037,0,Arrived 1986 - 1995
503021037,0,Arrived 1996 - 2005
503021037,0,Arrived 2006 - 2015
503021037,0,Arrived 1 Jan 2016 - 9 August 2016
503021037,0,Not stated
503021038,3018,Total
503021038,3,Arrived 1900 - 1945
503021038,133,Arrived 1946 - 1955
503021038,205,Arrived 1956 - 1965
503021038,354,Arrived 1966 - 1975
503021038,391,Arrived 1976 - 1985
503021038,436,Arrived 1986 - 1995
503021038,390,Arrived 1996 - 2005
503021038,988,Arrived 2006 - 2015
503021038,64,Arrived 1 Jan 2016 - 9 August 2016
503021038,52,Not stated
503021039,5086,Total
503021039,11,Arrived 1900 - 1945
503021039,260,Arrived 1946 - 1955
503021039,323,Arrived 1956 - 1965
503021039,669,Arrived 1966 - 1975
503021039,605,Arrived 1976 - 1985
503021039,711,Arrived 1986 - 1995
503021039,577,Arrived 1996 - 2005
503021039,1654,Arrived 2006 - 2015
503021039,121,Arrived 1 Jan 2016 - 9 August 2016
503021039,156,Not stated
503021040,2794,Total
503021040,7,Arrived 1900 - 1945
503021040,214,Arrived 1946 - 1955
503021040,253,Arrived 1956 - 1965
503021040,353,Arrived 1966 - 1975
503021040,354,Arrived 1976 - 1985
503021040,412,Arrived 1986 - 1995
503021040,322,Arrived 1996 - 2005
503021040,715,Arrived 2006 - 2015
503021040,45,Arrived 1 Jan 2016 - 9 August 2016
503021040,123,Not stated
503021041,15676,Total
503021041,13,Arrived 1900 - 1945
503021041,194,Arrived 1946 - 1955
503021041,294,Arrived 1956 - 1965
503021041,785,Arrived 1966 - 1975
503021041,879,Arrived 1976 - 1985
503021041,1395,Arrived 1986 - 1995
503021041,1699,Arrived 1996 - 2005
503021041,8568,Arrived 2006 - 2015
503021041,1072,Arrived 1 Jan 2016 - 9 August 2016
503021041,780,Not stated
503021042,5839,Total
503021042,28,Arrived 1900 - 1945
503021042,160,Arrived 1946 - 1955
503021042,242,Arrived 1956 - 1965
503021042,650,Arrived 1966 - 1975
503021042,578,Arrived 1976 - 1985
503021042,650,Arrived 1986 - 1995
503021042,825,Arrived 1996 - 2005
503021042,2355,Arrived 2006 - 2015
503021042,164,Arrived 1 Jan 2016 - 9 August 2016
503021042,183,Not stated
503021043,6843,Total
503021043,28,Arrived 1900 - 1945
503021043,216,Arrived 1946 - 1955
503021043,233,Arrived 1956 - 1965
503021043,480,Arrived 1966 - 1975
503021043,538,Arrived 1976 - 1985
503021043,673,Arrived 1986 - 1995
503021043,844,Arrived 1996 - 2005
503021043,3263,Arrived 2006 - 2015
503021043,388,Arrived 1 Jan 2016 - 9 August 2016
503021043,175,Not stated
504011044,4326,Total
504011044,13,Arrived 1900 - 1945
504011044,228,Arrived 1946 - 1955
504011044,302,Arrived 1956 - 1965
504011044,775,Arrived 1966 - 1975
504011044,483,Arrived 1976 - 1985
504011044,527,Arrived 1986 - 1995
504011044,566,Arrived 1996 - 2005
504011044,1273,Arrived 2006 - 2015
504011044,50,Arrived 1 Jan 2016 - 9 August 2016
504011044,111,Not stated
504011045,7609,Total
504011045,19,Arrived 1900 - 1945
504011045,303,Arrived 1946 - 1955
504011045,406,Arrived 1956 - 1965
504011045,1012,Arrived 1966 - 1975
504011045,879,Arrived 1976 - 1985
504011045,1022,Arrived 1986 - 1995
504011045,957,Arrived 1996 - 2005
504011045,2626,Arrived 2006 - 2015
504011045,128,Arrived 1 Jan 2016 - 9 August 2016
504011045,266,Not stated
504011046,5313,Total
504011046,4,Arrived 1900 - 1945
504011046,120,Arrived 1946 - 1955
504011046,153,Arrived 1956 - 1965
504011046,429,Arrived 1966 - 1975
504011046,429,Arrived 1976 - 1985
504011046,571,Arrived 1986 - 1995
504011046,673,Arrived 1996 - 2005
504011046,2611,Arrived 2006 - 2015
504011046,176,Arrived 1 Jan 2016 - 9 August 2016
504011046,151,Not stated
504011047,9440,Total
504011047,18,Arrived 1900 - 1945
504011047,389,Arrived 1946 - 1955
504011047,532,Arrived 1956 - 1965
504011047,1134,Arrived 1966 - 1975
504011047,946,Arrived 1976 - 1985
504011047,1193,Arrived 1986 - 1995
504011047,1178,Arrived 1996 - 2005
504011047,3585,Arrived 2006 - 2015
504011047,204,Arrived 1 Jan 2016 - 9 August 2016
504011047,251,Not stated
504011048,3275,Total
504011048,8,Arrived 1900 - 1945
504011048,175,Arrived 1946 - 1955
504011048,237,Arrived 1956 - 1965
504011048,523,Arrived 1966 - 1975
504011048,519,Arrived 1976 - 1985
504011048,562,Arrived 1986 - 1995
504011048,471,Arrived 1996 - 2005
504011048,664,Arrived 2006 - 2015
504011048,31,Arrived 1 Jan 2016 - 9 August 2016
504011048,94,Not stated
504021049,1032,Total
504021049,3,Arrived 1900 - 1945
504021049,31,Arrived 1946 - 1955
504021049,43,Arrived 1956 - 1965
504021049,148,Arrived 1966 - 1975
504021049,87,Arrived 1976 - 1985
504021049,78,Arrived 1986 - 1995
504021049,85,Arrived 1996 - 2005
504021049,141,Arrived 2006 - 2015
504021049,4,Arrived 1 Jan 2016 - 9 August 2016
504021049,407,Not stated
504021050,1951,Total
504021050,10,Arrived 1900 - 1945
504021050,109,Arrived 1946 - 1955
504021050,147,Arrived 1956 - 1965
504021050,464,Arrived 1966 - 1975
504021050,260,Arrived 1976 - 1985
504021050,245,Arrived 1986 - 1995
504021050,317,Arrived 1996 - 2005
504021050,344,Arrived 2006 - 2015
504021050,10,Arrived 1 Jan 2016 - 9 August 2016
504021050,40,Not stated
504021051,1222,Total
504021051,3,Arrived 1900 - 1945
504021051,84,Arrived 1946 - 1955
504021051,101,Arrived 1956 - 1965
504021051,265,Arrived 1966 - 1975
504021051,164,Arrived 1976 - 1985
504021051,161,Arrived 1986 - 1995
504021051,135,Arrived 1996 - 2005
504021051,271,Arrived 2006 - 2015
504021051,11,Arrived 1 Jan 2016 - 9 August 2016
504021051,37,Not stated
504021052,0,Total
504021052,0,Arrived 1900 - 1945
504021052,0,Arrived 1946 - 1955
504021052,0,Arrived 1956 - 1965
504021052,0,Arrived 1966 - 1975
504021052,0,Arrived 1976 - 1985
504021052,0,Arrived 1986 - 1995
504021052,0,Arrived 1996 - 2005
504021052,0,Arrived 2006 - 2015
504021052,0,Arrived 1 Jan 2016 - 9 August 2016
504021052,0,Not stated
504021053,2963,Total
504021053,13,Arrived 1900 - 1945
504021053,152,Arrived 1946 - 1955
504021053,286,Arrived 1956 - 1965
504021053,770,Arrived 1966 - 1975
504021053,420,Arrived 1976 - 1985
504021053,395,Arrived 1986 - 1995
504021053,375,Arrived 1996 - 2005
504021053,454,Arrived 2006 - 2015
504021053,14,Arrived 1 Jan 2016 - 9 August 2016
504021053,80,Not stated
504021054,3008,Total
504021054,6,Arrived 1900 - 1945
504021054,196,Arrived 1946 - 1955
504021054,293,Arrived 1956 - 1965
504021054,638,Arrived 1966 - 1975
504021054,280,Arrived 1976 - 1985
504021054,327,Arrived 1986 - 1995
504021054,274,Arrived 1996 - 2005
504021054,856,Arrived 2006 - 2015
504021054,27,Arrived 1 Jan 2016 - 9 August 2016
504021054,99,Not stated
504031055,0,Total
504031055,0,Arrived 1900 - 1945
504031055,0,Arrived 1946 - 1955
504031055,0,Arrived 1956 - 1965
504031055,0,Arrived 1966 - 1975
504031055,0,Arrived 1976 - 1985
504031055,0,Arrived 1986 - 1995
504031055,0,Arrived 1996 - 2005
504031055,0,Arrived 2006 - 2015
504031055,0,Arrived 1 Jan 2016 - 9 August 2016
504031055,0,Not stated
504031056,6740,Total
504031056,0,Arrived 1900 - 1945
504031056,98,Arrived 1946 - 1955
504031056,238,Arrived 1956 - 1965
504031056,827,Arrived 1966 - 1975
504031056,842,Arrived 1976 - 1985
504031056,1354,Arrived 1986 - 1995
504031056,1195,Arrived 1996 - 2005
504031056,1956,Arrived 2006 - 2015
504031056,67,Arrived 1 Jan 2016 - 9 August 2016
504031056,168,Not stated
504031057,7382,Total
504031057,4,Arrived 1900 - 1945
504031057,87,Arrived 1946 - 1955
504031057,187,Arrived 1956 - 1965
504031057,617,Arrived 1966 - 1975
504031057,559,Arrived 1976 - 1985
504031057,1161,Arrived 1986 - 1995
504031057,1399,Arrived 1996 - 2005
504031057,2984,Arrived 2006 - 2015
504031057,120,Arrived 1 Jan 2016 - 9 August 2016
504031057,252,Not stated
504031058,1143,Total
504031058,3,Arrived 1900 - 1945
504031058,26,Arrived 1946 - 1955
504031058,61,Arrived 1956 - 1965
504031058,218,Arrived 1966 - 1975
504031058,140,Arrived 1976 - 1985
504031058,217,Arrived 1986 - 1995
504031058,185,Arrived 1996 - 2005
504031058,254,Arrived 2006 - 2015
504031058,3,Arrived 1 Jan 2016 - 9 August 2016
504031058,42,Not stated
504031059,12051,Total
504031059,5,Arrived 1900 - 1945
504031059,155,Arrived 1946 - 1955
504031059,269,Arrived 1956 - 1965
504031059,960,Arrived 1966 - 1975
504031059,806,Arrived 1976 - 1985
504031059,1297,Arrived 1986 - 1995
504031059,2061,Arrived 1996 - 2005
504031059,5967,Arrived 2006 - 2015
