SA2_CODE,obsValue,ARR_BAND
205031088,3,Arrived 1986 - 1995
205031088,0,Arrived 1996 - 2005
205031088,0,Arrived 2006 - 2015
205031088,0,Arrived 1 Jan 2016 - 9 August 2016
205031088,0,Not stated
205031089,989,Total
205031089,3,Arrived 1900 - 1945
205031089,123,Arrived 1946 - 1955
205031089,191,Arrived 1956 - 1965
205031089,219,Arrived 1966 - 1975
205031089,124,Arrived 1976 - 1985
205031089,78,Arrived 1986 - 1995
205031089,91,Arrived 1996 - 2005
205031089,115,Arrived 2006 - 2015
205031089,4,Arrived 1 Jan 2016 - 9 August 2016
205031089,40,Not stated
205031090,1111,Total
205031090,10,Arrived 1900 - 1945
205031090,144,Arrived 1946 - 1955
205031090,207,Arrived 1956 - 1965
205031090,199,Arrived 1966 - 1975
205031090,118,Arrived 1976 - 1985
205031090,93,Arrived 1986 - 1995
205031090,91,Arrived 1996 - 2005
205031090,197,Arrived 2006 - 2015
205031090,6,Arrived 1 Jan 2016 - 9 August 2016
205031090,48,Not stated
205031091,1676,Total
205031091,9,Arrived 1900 - 1945
205031091,200,Arrived 1946 - 1955
205031091,315,Arrived 1956 - 1965
205031091,361,Arrived 1966 - 1975
205031091,204,Arrived 1976 - 1985
205031091,131,Arrived 1986 - 1995
205031091,131,Arrived 1996 - 2005
205031091,239,Arrived 2006 - 2015
205031091,10,Arrived 1 Jan 2016 - 9 August 2016
205031091,85,Not stated
205031092,0,Total
205031092,0,Arrived 1900 - 1945
205031092,0,Arrived 1946 - 1955
205031092,0,Arrived 1956 - 1965
205031092,0,Arrived 1966 - 1975
205031092,0,Arrived 1976 - 1985
205031092,0,Arrived 1986 - 1995
205031092,0,Arrived 1996 - 2005
205031092,0,Arrived 2006 - 2015
205031092,0,Arrived 1 Jan 2016 - 9 August 2016
205031092,0,Not stated
205031093,3045,Total
205031093,25,Arrived 1900 - 1945
205031093,428,Arrived 1946 - 1955
205031093,620,Arrived 1956 - 1965
205031093,654,Arrived 1966 - 1975
205031093,313,Arrived 1976 - 1985
205031093,207,Arrived 1986 - 1995
205031093,233,Arrived 1996 - 2005
205031093,444,Arrived 2006 - 2015
205031093,17,Arrived 1 Jan 2016 - 9 August 2016
205031093,117,Not stated
205041094,1322,Total
205041094,4,Arrived 1900 - 1945
205041094,191,Arrived 1946 - 1955
205041094,232,Arrived 1956 - 1965
205041094,233,Arrived 1966 - 1975
205041094,135,Arrived 1976 - 1985
205041094,77,Arrived 1986 - 1995
205041094,122,Arrived 1996 - 2005
205041094,246,Arrived 2006 - 2015
205041094,15,Arrived 1 Jan 2016 - 9 August 2016
205041094,55,Not stated
205041095,2188,Total
205041095,11,Arrived 1900 - 1945
205041095,512,Arrived 1946 - 1955
205041095,471,Arrived 1956 - 1965
205041095,330,Arrived 1966 - 1975
205041095,257,Arrived 1976 - 1985
205041095,157,Arrived 1986 - 1995
205041095,139,Arrived 1996 - 2005
205041095,228,Arrived 2006 - 2015
205041095,3,Arrived 1 Jan 2016 - 9 August 2016
205041095,83,Not stated
205041096,2125,Total
205041096,14,Arrived 1900 - 1945
205041096,358,Arrived 1946 - 1955
205041096,529,Arrived 1956 - 1965
205041096,342,Arrived 1966 - 1975
205041096,162,Arrived 1976 - 1985
205041096,106,Arrived 1986 - 1995
205041096,155,Arrived 1996 - 2005
205041096,347,Arrived 2006 - 2015
205041096,19,Arrived 1 Jan 2016 - 9 August 2016
205041096,89,Not stated
205041097,3139,Total
205041097,4,Arrived 1900 - 1945
205041097,449,Arrived 1946 - 1955
205041097,459,Arrived 1956 - 1965
205041097,368,Arrived 1966 - 1975
205041097,281,Arrived 1976 - 1985
205041097,221,Arrived 1986 - 1995
205041097,343,Arrived 1996 - 2005
205041097,855,Arrived 2006 - 2015
205041097,52,Arrived 1 Jan 2016 - 9 August 2016
205041097,111,Not stated
205041098,312,Total
205041098,3,Arrived 1900 - 1945
205041098,59,Arrived 1946 - 1955
205041098,59,Arrived 1956 - 1965
205041098,57,Arrived 1966 - 1975
205041098,49,Arrived 1976 - 1985
205041098,24,Arrived 1986 - 1995
205041098,18,Arrived 1996 - 2005
205041098,39,Arrived 2006 - 2015
205041098,0,Arrived 1 Jan 2016 - 9 August 2016
205041098,11,Not stated
205051099,0,Total
205051099,0,Arrived 1900 - 1945
205051099,0,Arrived 1946 - 1955
205051099,0,Arrived 1956 - 1965
205051099,0,Arrived 1966 - 1975
205051099,0,Arrived 1976 - 1985
205051099,0,Arrived 1986 - 1995
205051099,0,Arrived 1996 - 2005
205051099,0,Arrived 2006 - 2015
205051099,0,Arrived 1 Jan 2016 - 9 August 2016
205051099,0,Not stated
205051100,536,Total
205051100,0,Arrived 1900 - 1945
205051100,56,Arrived 1946 - 1955
205051100,142,Arrived 1956 - 1965
205051100,110,Arrived 1966 - 1975
205051100,73,Arrived 1976 - 1985
205051100,35,Arrived 1986 - 1995
205051100,30,Arrived 1996 - 2005
205051100,63,Arrived 2006 - 2015
205051100,3,Arrived 1 Jan 2016 - 9 August 2016
205051100,19,Not stated
205051101,1071,Total
205051101,5,Arrived 1900 - 1945
205051101,146,Arrived 1946 - 1955
205051101,181,Arrived 1956 - 1965
205051101,199,Arrived 1966 - 1975
205051101,96,Arrived 1976 - 1985
205051101,78,Arrived 1986 - 1995
205051101,96,Arrived 1996 - 2005
205051101,200,Arrived 2006 - 2015
205051101,12,Arrived 1 Jan 2016 - 9 August 2016
205051101,57,Not stated
205051102,618,Total
205051102,0,Arrived 1900 - 1945
205051102,38,Arrived 1946 - 1955
205051102,56,Arrived 1956 - 1965
205051102,62,Arrived 1966 - 1975
205051102,25,Arrived 1976 - 1985
205051102,22,Arrived 1986 - 1995
205051102,24,Arrived 1996 - 2005
205051102,83,Arrived 2006 - 2015
205051102,11,Arrived 1 Jan 2016 - 9 August 2016
205051102,294,Not stated
205051103,1792,Total
205051103,11,Arrived 1900 - 1945
205051103,185,Arrived 1946 - 1955
205051103,207,Arrived 1956 - 1965
205051103,240,Arrived 1966 - 1975
205051103,151,Arrived 1976 - 1985
205051103,134,Arrived 1986 - 1995
205051103,161,Arrived 1996 - 2005
205051103,601,Arrived 2006 - 2015
205051103,26,Arrived 1 Jan 2016 - 9 August 2016
205051103,82,Not stated
205051104,526,Total
205051104,4,Arrived 1900 - 1945
205051104,86,Arrived 1946 - 1955
205051104,109,Arrived 1956 - 1965
205051104,108,Arrived 1966 - 1975
205051104,54,Arrived 1976 - 1985
205051104,39,Arrived 1986 - 1995
205051104,45,Arrived 1996 - 2005
205051104,50,Arrived 2006 - 2015
205051104,7,Arrived 1 Jan 2016 - 9 August 2016
205051104,24,Not stated
213011330,12859,Total
213011330,3,Arrived 1900 - 1945
213011330,260,Arrived 1946 - 1955
213011330,487,Arrived 1956 - 1965
213011330,893,Arrived 1966 - 1975
213011330,1059,Arrived 1976 - 1985
213011330,2134,Arrived 1986 - 1995
213011330,2437,Arrived 1996 - 2005
213011330,4870,Arrived 2006 - 2015
213011330,294,Arrived 1 Jan 2016 - 9 August 2016
213011330,427,Not stated
213011331,3889,Total
213011331,0,Arrived 1900 - 1945
213011331,118,Arrived 1946 - 1955
213011331,183,Arrived 1956 - 1965
213011331,508,Arrived 1966 - 1975
213011331,474,Arrived 1976 - 1985
213011331,1058,Arrived 1986 - 1995
213011331,528,Arrived 1996 - 2005
213011331,870,Arrived 2006 - 2015
213011331,59,Arrived 1 Jan 2016 - 9 August 2016
213011331,105,Not stated
213011332,5254,Total
213011332,5,Arrived 1900 - 1945
213011332,243,Arrived 1946 - 1955
213011332,589,Arrived 1956 - 1965
213011332,1187,Arrived 1966 - 1975
213011332,796,Arrived 1976 - 1985
213011332,734,Arrived 1986 - 1995
213011332,531,Arrived 1996 - 2005
213011332,968,Arrived 2006 - 2015
213011332,43,Arrived 1 Jan 2016 - 9 August 2016
213011332,162,Not stated
213011333,7051,Total
213011333,0,Arrived 1900 - 1945
213011333,157,Arrived 1946 - 1955
213011333,332,Arrived 1956 - 1965
213011333,1012,Arrived 1966 - 1975
213011333,877,Arrived 1976 - 1985
213011333,1351,Arrived 1986 - 1995
213011333,1125,Arrived 1996 - 2005
213011333,1899,Arrived 2006 - 2015
213011333,80,Arrived 1 Jan 2016 - 9 August 2016
213011333,212,Not stated
213011334,11388,Total
213011334,3,Arrived 1900 - 1945
213011334,431,Arrived 1946 - 1955
213011334,880,Arrived 1956 - 1965
213011334,1056,Arrived 1966 - 1975
213011334,963,Arrived 1976 - 1985
213011334,1676,Arrived 1986 - 1995
213011334,1411,Arrived 1996 - 2005
213011334,4249,Arrived 2006 - 2015
213011334,302,Arrived 1 Jan 2016 - 9 August 2016
213011334,411,Not stated
213011335,10268,Total
213011335,5,Arrived 1900 - 1945
213011335,322,Arrived 1946 - 1955
213011335,567,Arrived 1956 - 1965
213011335,918,Arrived 1966 - 1975
213011335,1073,Arrived 1976 - 1985
213011335,1858,Arrived 1986 - 1995
213011335,1319,Arrived 1996 - 2005
213011335,3592,Arrived 2006 - 2015
213011335,222,Arrived 1 Jan 2016 - 9 August 2016
213011335,398,Not stated
213011336,4897,Total
213011336,0,Arrived 1900 - 1945
213011336,122,Arrived 1946 - 1955
213011336,175,Arrived 1956 - 1965
213011336,223,Arrived 1966 - 1975
213011336,456,Arrived 1976 - 1985
213011336,600,Arrived 1986 - 1995
213011336,501,Arrived 1996 - 2005
213011336,2490,Arrived 2006 - 2015
213011336,163,Arrived 1 Jan 2016 - 9 August 2016
213011336,168,Not stated
213011337,6469,Total
213011337,3,Arrived 1900 - 1945
213011337,250,Arrived 1946 - 1955
213011337,413,Arrived 1956 - 1965
213011337,354,Arrived 1966 - 1975
213011337,873,Arrived 1976 - 1985
213011337,1289,Arrived 1986 - 1995
213011337,767,Arrived 1996 - 2005
213011337,2094,Arrived 2006 - 2015
213011337,123,Arrived 1 Jan 2016 - 9 August 2016
213011337,305,Not stated
213011338,9766,Total
213011338,0,Arrived 1900 - 1945
213011338,417,Arrived 1946 - 1955
213011338,887,Arrived 1956 - 1965
213011338,1089,Arrived 1966 - 1975
213011338,917,Arrived 1976 - 1985
213011338,1651,Arrived 1986 - 1995
213011338,1270,Arrived 1996 - 2005
213011338,3026,Arrived 2006 - 2015
213011338,156,Arrived 1 Jan 2016 - 9 August 2016
213011338,368,Not stated
213011339,4983,Total
213011339,3,Arrived 1900 - 1945
213011339,120,Arrived 1946 - 1955
213011339,228,Arrived 1956 - 1965
213011339,556,Arrived 1966 - 1975
213011339,390,Arrived 1976 - 1985
213011339,672,Arrived 1986 - 1995
213011339,690,Arrived 1996 - 2005
213011339,1974,Arrived 2006 - 2015
213011339,141,Arrived 1 Jan 2016 - 9 August 2016
213011339,209,Not stated
213011340,5425,Total
213011340,3,Arrived 1900 - 1945
213011340,214,Arrived 1946 - 1955
213011340,632,Arrived 1956 - 1965
213011340,1362,Arrived 1966 - 1975
213011340,855,Arrived 1976 - 1985
213011340,978,Arrived 1986 - 1995
213011340,481,Arrived 1996 - 2005
213011340,704,Arrived 2006 - 2015
213011340,49,Arrived 1 Jan 2016 - 9 August 2016
213011340,151,Not stated
213021341,3614,Total
213021341,10,Arrived 1900 - 1945
213021341,335,Arrived 1946 - 1955
213021341,533,Arrived 1956 - 1965
213021341,427,Arrived 1966 - 1975
213021341,255,Arrived 1976 - 1985
213021341,345,Arrived 1986 - 1995
213021341,407,Arrived 1996 - 2005
213021341,1131,Arrived 2006 - 2015
213021341,62,Arrived 1 Jan 2016 - 9 August 2016
213021341,106,Not stated
213021342,6711,Total
213021342,4,Arrived 1900 - 1945
213021342,273,Arrived 1946 - 1955
213021342,753,Arrived 1956 - 1965
213021342,1013,Arrived 1966 - 1975
213021342,738,Arrived 1976 - 1985
213021342,853,Arrived 1986 - 1995
213021342,887,Arrived 1996 - 2005
213021342,1847,Arrived 2006 - 2015
213021342,108,Arrived 1 Jan 2016 - 9 August 2016
213021342,224,Not stated
213021343,5229,Total
213021343,6,Arrived 1900 - 1945
213021343,354,Arrived 1946 - 1955
213021343,891,Arrived 1956 - 1965
213021343,723,Arrived 1966 - 1975
213021343,482,Arrived 1976 - 1985
213021343,622,Arrived 1986 - 1995
213021343,574,Arrived 1996 - 2005
213021343,1301,Arrived 2006 - 2015
213021343,64,Arrived 1 Jan 2016 - 9 August 2016
213021343,209,Not stated
213021344,4082,Total
213021344,8,Arrived 1900 - 1945
213021344,207,Arrived 1946 - 1955
213021344,382,Arrived 1956 - 1965
213021344,561,Arrived 1966 - 1975
213021344,425,Arrived 1976 - 1985
213021344,441,Arrived 1986 - 1995
213021344,608,Arrived 1996 - 2005
213021344,1236,Arrived 2006 - 2015
213021344,75,Arrived 1 Jan 2016 - 9 August 2016
213021344,137,Not stated
213021345,1747,Total
213021345,0,Arrived 1900 - 1945
213021345,44,Arrived 1946 - 1955
213021345,110,Arrived 1956 - 1965
213021345,212,Arrived 1966 - 1975
213021345,165,Arrived 1976 - 1985
213021345,260,Arrived 1986 - 1995
213021345,288,Arrived 1996 - 2005
213021345,593,Arrived 2006 - 2015
213021345,39,Arrived 1 Jan 2016 - 9 August 2016
213021345,30,Not stated
213021346,3296,Total
213021346,10,Arrived 1900 - 1945
213021346,214,Arrived 1946 - 1955
213021346,386,Arrived 1956 - 1965
213021346,477,Arrived 1966 - 1975
213021346,326,Arrived 1976 - 1985
213021346,350,Arrived 1986 - 1995
213021346,527,Arrived 1996 - 2005
213021346,849,Arrived 2006 - 2015
213021346,84,Arrived 1 Jan 2016 - 9 August 2016
213021346,70,Not stated
213031347,9443,Total
213031347,5,Arrived 1900 - 1945
213031347,85,Arrived 1946 - 1955
213031347,196,Arrived 1956 - 1965
213031347,336,Arrived 1966 - 1975
213031347,1167,Arrived 1976 - 1985
213031347,1745,Arrived 1986 - 1995
213031347,1431,Arrived 1996 - 2005
213031347,3718,Arrived 2006 - 2015
213031347,295,Arrived 1 Jan 2016 - 9 August 2016
213031347,462,Not stated
213031348,7534,Total
213031348,8,Arrived 1900 - 1945
213031348,92,Arrived 1946 - 1955
213031348,247,Arrived 1956 - 1965
213031348,351,Arrived 1966 - 1975
213031348,728,Arrived 1976 - 1985
213031348,914,Arrived 1986 - 1995
213031348,886,Arrived 1996 - 2005
213031348,3707,Arrived 2006 - 2015
213031348,363,Arrived 1 Jan 2016 - 9 August 2016
213031348,249,Not stated
213031349,5253,Total
213031349,0,Arrived 1900 - 1945
213031349,97,Arrived 1946 - 1955
213031349,161,Arrived 1956 - 1965
213031349,346,Arrived 1966 - 1975
213031349,775,Arrived 1976 - 1985
213031349,925,Arrived 1986 - 1995
213031349,712,Arrived 1996 - 2005
213031349,1936,Arrived 2006 - 2015
213031349,178,Arrived 1 Jan 2016 - 9 August 2016
213031349,125,Not stated
213031350,2647,Total
213031350,3,Arrived 1900 - 1945
213031350,48,Arrived 1946 - 1955
213031350,181,Arrived 1956 - 1965
213031350,299,Arrived 1966 - 1975
213031350,332,Arrived 1976 - 1985
213031350,363,Arrived 1986 - 1995
213031350,385,Arrived 1996 - 2005
213031350,888,Arrived 2006 - 2015
213031350,63,Arrived 1 Jan 2016 - 9 August 2016
213031350,80,Not stated
213031351,4431,Total
213031351,3,Arrived 1900 - 1945
213031351,77,Arrived 1946 - 1955
213031351,209,Arrived 1956 - 1965
213031351,363,Arrived 1966 - 1975
213031351,515,Arrived 1976 - 1985
213031351,586,Arrived 1986 - 1995
213031351,537,Arrived 1996 - 2005
213031351,1826,Arrived 2006 - 2015
213031351,162,Arrived 1 Jan 2016 - 9 August 2016
213031351,146,Not stated
213031352,3676,Total
213031352,0,Arrived 1900 - 1945
213031352,133,Arrived 1946 - 1955
213031352,353,Arrived 1956 - 1965
213031352,522,Arrived 1966 - 1975
213031352,505,Arrived 1976 - 1985
213031352,423,Arrived 1986 - 1995
213031352,542,Arrived 1996 - 2005
213031352,1025,Arrived 2006 - 2015
213031352,64,Arrived 1 Jan 2016 - 9 August 2016
213031352,103,Not stated
213041353,2593,Total
213041353,8,Arrived 1900 - 1945
213041353,193,Arrived 1946 - 1955
213041353,352,Arrived 1956 - 1965
213041353,526,Arrived 1966 - 1975
213041353,291,Arrived 1976 - 1985
213041353,212,Arrived 1986 - 1995
213041353,312,Arrived 1996 - 2005
213041353,579,Arrived 2006 - 2015
213041353,27,Arrived 1 Jan 2016 - 9 August 2016
213041353,97,Not stated
213041355,6288,Total
213041355,3,Arrived 1900 - 1945
213041355,125,Arrived 1946 - 1955
213041355,376,Arrived 1956 - 1965
213041355,957,Arrived 1966 - 1975
213041355,622,Arrived 1976 - 1985
213041355,870,Arrived 1986 - 1995
213041355,1022,Arrived 1996 - 2005
213041355,2080,Arrived 2006 - 2015
213041355,62,Arrived 1 Jan 2016 - 9 August 2016
213041355,176,Not stated
213041356,4171,Total
213041356,0,Arrived 1900 - 1945
213041356,240,Arrived 1946 - 1955
213041356,453,Arrived 1956 - 1965
213041356,674,Arrived 1966 - 1975
213041356,372,Arrived 1976 - 1985
213041356,470,Arrived 1986 - 1995
213041356,703,Arrived 1996 - 2005
213041356,1055,Arrived 2006 - 2015
213041356,51,Arrived 1 Jan 2016 - 9 August 2016
213041356,145,Not stated
213041357,5871,Total
213041357,7,Arrived 1900 - 1945
213041357,245,Arrived 1946 - 1955
213041357,390,Arrived 1956 - 1965
213041357,667,Arrived 1966 - 1975
213041357,373,Arrived 1976 - 1985
213041357,526,Arrived 1986 - 1995
213041357,930,Arrived 1996 - 2005
213041357,2437,Arrived 2006 - 2015
213041357,111,Arrived 1 Jan 2016 - 9 August 2016
213041357,189,Not stated
213041358,3969,Total
213041358,0,Arrived 1900 - 1945
213041358,126,Arrived 1946 - 1955
213041358,308,Arrived 1956 - 1965
213041358,467,Arrived 1966 - 1975
213041358,297,Arrived 1976 - 1985
213041358,416,Arrived 1986 - 1995
213041358,733,Arrived 1996 - 2005
213041358,1449,Arrived 2006 - 2015
213041358,34,Arrived 1 Jan 2016 - 9 August 2016
213041358,132,Not stated
213041359,705,Total
213041359,0,Arrived 1900 - 1945
213041359,42,Arrived 1946 - 1955
213041359,82,Arrived 1956 - 1965
213041359,87,Arrived 1966 - 1975
213041359,39,Arrived 1976 - 1985
213041359,37,Arrived 1986 - 1995
213041359,37,Arrived 1996 - 2005
213041359,73,Arrived 2006 - 2015
213041359,3,Arrived 1 Jan 2016 - 9 August 2016
213041359,311,Not stated
213041360,6748,Total
213041360,0,Arrived 1900 - 1945
213041360,98,Arrived 1946 - 1955
213041360,215,Arrived 1956 - 1965
213041360,598,Arrived 1966 - 1975
213041360,691,Arrived 1976 - 1985
213041360,1273,Arrived 1986 - 1995
213041360,1620,Arrived 1996 - 2005
213041360,1993,Arrived 2006 - 2015
213041360,104,Arrived 1 Jan 2016 - 9 August 2016
213041360,167,Not stated
213041461,2124,Total
213041461,3,Arrived 1900 - 1945
213041461,74,Arrived 1946 - 1955
213041461,123,Arrived 1956 - 1965
213041461,173,Arrived 1966 - 1975
213041461,239,Arrived 1976 - 1985
213041461,490,Arrived 1986 - 1995
213041461,423,Arrived 1996 - 2005
213041461,493,Arrived 2006 - 2015
213041461,48,Arrived 1 Jan 2016 - 9 August 2016
213041461,56,Not stated
213041462,2764,Total
213041462,0,Arrived 1900 - 1945
213041462,7,Arrived 1946 - 1955
213041462,49,Arrived 1956 - 1965
213041462,147,Arrived 1966 - 1975
213041462,193,Arrived 1976 - 1985
213041462,488,Arrived 1986 - 1995
213041462,732,Arrived 1996 - 2005
213041462,1054,Arrived 2006 - 2015
213041462,51,Arrived 1 Jan 2016 - 9 August 2016
213041462,52,Not stated
213041463,7591,Total
213041463,0,Arrived 1900 - 1945
213041463,108,Arrived 1946 - 1955
213041463,259,Arrived 1956 - 1965
213041463,586,Arrived 1966 - 1975
213041463,618,Arrived 1976 - 1985
213041463,1354,Arrived 1986 - 1995
213041463,1822,Arrived 1996 - 2005
213041463,2485,Arrived 2006 - 2015
213041463,150,Arrived 1 Jan 2016 - 9 August 2016
213041463,204,Not stated
213051361,6273,Total
213051361,0,Arrived 1900 - 1945
213051361,149,Arrived 1946 - 1955
213051361,457,Arrived 1956 - 1965
213051361,716,Arrived 1966 - 1975
213051361,582,Arrived 1976 - 1985
213051361,739,Arrived 1986 - 1995
213051361,993,Arrived 1996 - 2005
213051361,2322,Arrived 2006 - 2015
213051361,116,Arrived 1 Jan 2016 - 9 August 2016
213051361,203,Not stated
213051362,7414,Total
213051362,0,Arrived 1900 - 1945
213051362,232,Arrived 1946 - 1955
213051362,463,Arrived 1956 - 1965
213051362,629,Arrived 1966 - 1975
213051362,491,Arrived 1976 - 1985
213051362,892,Arrived 1986 - 1995
213051362,1069,Arrived 1996 - 2005
213051362,3231,Arrived 2006 - 2015
213051362,195,Arrived 1 Jan 2016 - 9 August 2016
213051362,212,Not stated
213051363,4795,Total
213051363,0,Arrived 1900 - 1945
213051363,33,Arrived 1946 - 1955
213051363,104,Arrived 1956 - 1965
213051363,131,Arrived 1966 - 1975
213051363,188,Arrived 1976 - 1985
213051363,367,Arrived 1986 - 1995
213051363,858,Arrived 1996 - 2005
213051363,2776,Arrived 2006 - 2015
213051363,208,Arrived 1 Jan 2016 - 9 August 2016
213051363,135,Not stated
213051365,17329,Total
213051365,4,Arrived 1900 - 1945
213051365,100,Arrived 1946 - 1955
213051365,253,Arrived 1956 - 1965
213051365,414,Arrived 1966 - 1975
213051365,490,Arrived 1976 - 1985
213051365,1337,Arrived 1986 - 1995
213051365,3911,Arrived 1996 - 2005
213051365,9870,Arrived 2006 - 2015
213051365,510,Arrived 1 Jan 2016 - 9 August 2016
213051365,437,Not stated
213051366,12882,Total
213051366,0,Arrived 1900 - 1945
213051366,30,Arrived 1946 - 1955
213051366,90,Arrived 1956 - 1965
213051366,173,Arrived 1966 - 1975
213051366,276,Arrived 1976 - 1985
213051366,904,Arrived 1986 - 1995
213051366,2683,Arrived 1996 - 2005
213051366,7728,Arrived 2006 - 2015
213051366,353,Arrived 1 Jan 2016 - 9 August 2016
213051366,645,Not stated
213051368,3127,Total
213051368,17,Arrived 1900 - 1945
213051368,263,Arrived 1946 - 1955
213051368,454,Arrived 1956 - 1965
213051368,363,Arrived 1966 - 1975
213051368,195,Arrived 1976 - 1985
213051368,229,Arrived 1986 - 1995
213051368,330,Arrived 1996 - 2005
213051368,1055,Arrived 2006 - 2015
213051368,109,Arrived 1 Jan 2016 - 9 August 2016
213051368,115,Not stated
213051369,7566,Total
213051369,3,Arrived 1900 - 1945
213051369,91,Arrived 1946 - 1955
213051369,255,Arrived 1956 - 1965
213051369,394,Arrived 1966 - 1975
213051369,344,Arrived 1976 - 1985
213051369,535,Arrived 1986 - 1995
213051369,1664,Arrived 1996 - 2005
213051369,3863,Arrived 2006 - 2015
213051369,183,Arrived 1 Jan 2016 - 9 August 2016
213051369,226,Not stated
213051464,5643,Total
213051464,0,Arrived 1900 - 1945
213051464,34,Arrived 1946 - 1955
213051464,69,Arrived 1956 - 1965
213051464,230,Arrived 1966 - 1975
213051464,259,Arrived 1976 - 1985
213051464,522,Arrived 1986 - 1995
213051464,1084,Arrived 1996 - 2005
213051464,3154,Arrived 2006 - 2015
213051464,135,Arrived 1 Jan 2016 - 9 August 2016
213051464,152,Not stated
213051465,9982,Total
213051465,3,Arrived 1900 - 1945
213051465,95,Arrived 1946 - 1955
213051465,246,Arrived 1956 - 1965
213051465,453,Arrived 1966 - 1975
213051465,534,Arrived 1976 - 1985
213051465,964,Arrived 1986 - 1995
213051465,2624,Arrived 1996 - 2005
213051465,4656,Arrived 2006 - 2015
213051465,205,Arrived 1 Jan 2016 - 9 August 2016
213051465,210,Not stated
213051466,7836,Total
213051466,0,Arrived 1900 - 1945
213051466,12,Arrived 1946 - 1955
213051466,50,Arrived 1956 - 1965
213051466,131,Arrived 1966 - 1975
213051466,201,Arrived 1976 - 1985
213051466,418,Arrived 1986 - 1995
213051466,1853,Arrived 1996 - 2005
213051466,4731,Arrived 2006 - 2015
213051466,228,Arrived 1 Jan 2016 - 9 August 2016
213051466,218,Not stated
213051467,6987,Total
213051467,7,Arrived 1900 - 1945
213051467,198,Arrived 1946 - 1955
213051467,418,Arrived 1956 - 1965
213051467,596,Arrived 1966 - 1975
213051467,464,Arrived 1976 - 1985
213051467,749,Arrived 1986 - 1995
213051467,951,Arrived 1996 - 2005
213051467,3206,Arrived 2006 - 2015
213051467,214,Arrived 1 Jan 2016 - 9 August 2016
213051467,193,Not stated
213051468,2831,Total
213051468,4,Arrived 1900 - 1945
213051468,92,Arrived 1946 - 1955
213051468,241,Arrived 1956 - 1965
213051468,313,Arrived 1966 - 1975
213051468,223,Arrived 1976 - 1985
213051468,237,Arrived 1986 - 1995
213051468,408,Arrived 1996 - 2005
213051468,1160,Arrived 2006 - 2015
213051468,81,Arrived 1 Jan 2016 - 9 August 2016
213051468,71,Not stated
214011370,5011,Total
214011370,6,Arrived 1900 - 1945
214011370,173,Arrived 1946 - 1955
214011370,337,Arrived 1956 - 1965
214011370,616,Arrived 1966 - 1975
214011370,551,Arrived 1976 - 1985
214011370,710,Arrived 1986 - 1995
214011370,868,Arrived 1996 - 2005
214011370,1480,Arrived 2006 - 2015
214011370,48,Arrived 1 Jan 2016 - 9 August 2016
214011370,220,Not stated
214011371,5253,Total
214011371,10,Arrived 1900 - 1945
214011371,296,Arrived 1946 - 1955
214011371,556,Arrived 1956 - 1965
214011371,819,Arrived 1966 - 1975
214011371,515,Arrived 1976 - 1985
214011371,578,Arrived 1986 - 1995
214011371,762,Arrived 1996 - 2005
214011371,1477,Arrived 2006 - 2015
214011371,76,Arrived 1 Jan 2016 - 9 August 2016
214011371,158,Not stated
214011372,4139,Total
214011372,14,Arrived 1900 - 1945
214011372,232,Arrived 1946 - 1955
214011372,554,Arrived 1956 - 1965
214011372,698,Arrived 1966 - 1975
214011372,456,Arrived 1976 - 1985
214011372,480,Arrived 1986 - 1995
214011372,624,Arrived 1996 - 2005
214011372,901,Arrived 2006 - 2015
214011372,43,Arrived 1 Jan 2016 - 9 August 2016
214011372,141,Not stated
214011373,3957,Total
214011373,14,Arrived 1900 - 1945
214011373,283,Arrived 1946 - 1955
214011373,533,Arrived 1956 - 1965
214011373,696,Arrived 1966 - 1975
214011373,455,Arrived 1976 - 1985
214011373,399,Arrived 1986 - 1995
214011373,578,Arrived 1996 - 2005
214011373,822,Arrived 2006 - 2015
214011373,38,Arrived 1 Jan 2016 - 9 August 2016
214011373,139,Not stated
214011374,3828,Total
214011374,3,Arrived 1900 - 1945
214011374,228,Arrived 1946 - 1955
214011374,541,Arrived 1956 - 1965
214011374,810,Arrived 1966 - 1975
214011374,576,Arrived 1976 - 1985
214011374,468,Arrived 1986 - 1995
214011374,516,Arrived 1996 - 2005
214011374,593,Arrived 2006 - 2015
214011374,22,Arrived 1 Jan 2016 - 9 August 2016
214011374,76,Not stated
214011375,3321,Total
214011375,18,Arrived 1900 - 1945
214011375,196,Arrived 1946 - 1955
214011375,387,Arrived 1956 - 1965
214011375,524,Arrived 1966 - 1975
214011375,427,Arrived 1976 - 1985
214011375,403,Arrived 1986 - 1995
214011375,475,Arrived 1996 - 2005
214011375,753,Arrived 2006 - 2015
214011375,32,Arrived 1 Jan 2016 - 9 August 2016
214011375,116,Not stated
214011376,3344,Total
214011376,0,Arrived 1900 - 1945
214011376,67,Arrived 1946 - 1955
214011376,180,Arrived 1956 - 1965
214011376,324,Arrived 1966 - 1975
214011376,357,Arrived 1976 - 1985
214011376,536,Arrived 1986 - 1995
214011376,707,Arrived 1996 - 2005
214011376,1023,Arrived 2006 - 2015
214011376,44,Arrived 1 Jan 2016 - 9 August 2016
214011376,102,Not stated
214021377,2148,Total
214021377,8,Arrived 1900 - 1945
214021377,241,Arrived 1946 - 1955
214021377,448,Arrived 1956 - 1965
