SA2_CODE,Parents_Born_Overseas,Parents_POB_Parent_Code,obsValue
402021030,Total,NA,10376
402021030,Both parents born overseas,TOT,3840
402021030,Father only born overseas,TOT,574
402021030,Mother only born overseas,TOT,435
402021030,Both parents born in Australia,TOT,4388
402021030,Not stated - birthplace for either or both parents not stated,TOT,1138
402021031,Total,NA,12911
402021031,Both parents born overseas,TOT,4376
402021031,Father only born overseas,TOT,981
402021031,Mother only born overseas,TOT,708
402021031,Both parents born in Australia,TOT,5776
402021031,Not stated - birthplace for either or both parents not stated,TOT,1073
402021032,Total,NA,12130
402021032,Both parents born overseas,TOT,3191
402021032,Father only born overseas,TOT,1022
402021032,Mother only born overseas,TOT,787
402021032,Both parents born in Australia,TOT,6412
402021032,Not stated - birthplace for either or both parents not stated,TOT,716
402021033,Total,NA,2514
402021033,Both parents born overseas,TOT,765
402021033,Father only born overseas,TOT,184
402021033,Mother only born overseas,TOT,171
402021033,Both parents born in Australia,TOT,1222
402021033,Not stated - birthplace for either or both parents not stated,TOT,168
402021034,Total,NA,12232
402021034,Both parents born overseas,TOT,3467
402021034,Father only born overseas,TOT,847
402021034,Mother only born overseas,TOT,630
402021034,Both parents born in Australia,TOT,6140
402021034,Not stated - birthplace for either or both parents not stated,TOT,1154
402021035,Total,NA,4217
402021035,Both parents born overseas,TOT,1895
402021035,Father only born overseas,TOT,227
402021035,Mother only born overseas,TOT,165
402021035,Both parents born in Australia,TOT,1582
402021035,Not stated - birthplace for either or both parents not stated,TOT,350
402031036,Total,NA,23179
402031036,Both parents born overseas,TOT,12147
402031036,Father only born overseas,TOT,1282
402031036,Mother only born overseas,TOT,811
402031036,Both parents born in Australia,TOT,7397
402031036,Not stated - birthplace for either or both parents not stated,TOT,1544
402031037,Total,NA,24592
402031037,Both parents born overseas,TOT,11008
402031037,Father only born overseas,TOT,1405
402031037,Mother only born overseas,TOT,1043
402031037,Both parents born in Australia,TOT,9027
402031037,Not stated - birthplace for either or both parents not stated,TOT,2106
402031038,Total,NA,20288
402031038,Both parents born overseas,TOT,9670
402031038,Father only born overseas,TOT,1253
402031038,Mother only born overseas,TOT,819
402031038,Both parents born in Australia,TOT,7498
402031038,Not stated - birthplace for either or both parents not stated,TOT,1046
402041039,Total,NA,0
402041039,Both parents born overseas,TOT,0
402041039,Father only born overseas,TOT,0
402041039,Mother only born overseas,TOT,0
402041039,Both parents born in Australia,TOT,0
402041039,Not stated - birthplace for either or both parents not stated,TOT,0
402041040,Total,NA,14837
402041040,Both parents born overseas,TOT,5825
402041040,Father only born overseas,TOT,923
402041040,Mother only born overseas,TOT,698
402041040,Both parents born in Australia,TOT,6613
402041040,Not stated - birthplace for either or both parents not stated,TOT,781
402041041,Total,NA,14587
402041041,Both parents born overseas,TOT,5830
402041041,Father only born overseas,TOT,1080
402041041,Mother only born overseas,TOT,830
402041041,Both parents born in Australia,TOT,6122
402041041,Not stated - birthplace for either or both parents not stated,TOT,726
402041042,Total,NA,105
402041042,Both parents born overseas,TOT,88
402041042,Father only born overseas,TOT,0
402041042,Mother only born overseas,TOT,3
402041042,Both parents born in Australia,TOT,13
402041042,Not stated - birthplace for either or both parents not stated,TOT,0
402041043,Total,NA,16945
402041043,Both parents born overseas,TOT,8615
402041043,Father only born overseas,TOT,880
402041043,Mother only born overseas,TOT,693
402041043,Both parents born in Australia,TOT,5907
402041043,Not stated - birthplace for either or both parents not stated,TOT,843
402041044,Total,NA,16750
402041044,Both parents born overseas,TOT,6550
402041044,Father only born overseas,TOT,1098
402041044,Mother only born overseas,TOT,872
402041044,Both parents born in Australia,TOT,7398
402041044,Not stated - birthplace for either or both parents not stated,TOT,825
402041046,Total,NA,17605
402041046,Both parents born overseas,TOT,8421
402041046,Father only born overseas,TOT,1022
402041046,Mother only born overseas,TOT,681
402041046,Both parents born in Australia,TOT,6281
402041046,Not stated - birthplace for either or both parents not stated,TOT,1199
402041047,Total,NA,17533
402041047,Both parents born overseas,TOT,6369
402041047,Father only born overseas,TOT,1310
402041047,Mother only born overseas,TOT,974
402041047,Both parents born in Australia,TOT,8002
402041047,Not stated - birthplace for either or both parents not stated,TOT,878
402041048,Total,NA,17205
402041048,Both parents born overseas,TOT,6229
402041048,Father only born overseas,TOT,1092
402041048,Mother only born overseas,TOT,866
402041048,Both parents born in Australia,TOT,7845
402041048,Not stated - birthplace for either or both parents not stated,TOT,1177
402041171,Total,NA,13331
402041171,Both parents born overseas,TOT,6974
402041171,Father only born overseas,TOT,796
402041171,Mother only born overseas,TOT,545
402041171,Both parents born in Australia,TOT,4320
402041171,Not stated - birthplace for either or both parents not stated,TOT,695
402041172,Total,NA,7731
402041172,Both parents born overseas,TOT,3826
402041172,Father only born overseas,TOT,402
402041172,Mother only born overseas,TOT,305
402041172,Both parents born in Australia,TOT,2742
402041172,Not stated - birthplace for either or both parents not stated,TOT,452
402051049,Total,NA,10342
402051049,Both parents born overseas,TOT,3511
402051049,Father only born overseas,TOT,796
402051049,Mother only born overseas,TOT,634
402051049,Both parents born in Australia,TOT,4913
402051049,Not stated - birthplace for either or both parents not stated,TOT,493
402051050,Total,NA,8988
402051050,Both parents born overseas,TOT,2604
402051050,Father only born overseas,TOT,777
402051050,Mother only born overseas,TOT,579
402051050,Both parents born in Australia,TOT,4708
402051050,Not stated - birthplace for either or both parents not stated,TOT,319
402051051,Total,NA,10473
402051051,Both parents born overseas,TOT,3671
402051051,Father only born overseas,TOT,899
402051051,Mother only born overseas,TOT,560
402051051,Both parents born in Australia,TOT,4992
402051051,Not stated - birthplace for either or both parents not stated,TOT,353
402051052,Total,NA,16428
402051052,Both parents born overseas,TOT,6371
402051052,Father only born overseas,TOT,1118
402051052,Mother only born overseas,TOT,728
402051052,Both parents born in Australia,TOT,7307
402051052,Not stated - birthplace for either or both parents not stated,TOT,903
402051053,Total,NA,18899
402051053,Both parents born overseas,TOT,6360
402051053,Father only born overseas,TOT,1520
402051053,Mother only born overseas,TOT,1086
402051053,Both parents born in Australia,TOT,9262
402051053,Not stated - birthplace for either or both parents not stated,TOT,682
402051054,Total,NA,16053
402051054,Both parents born overseas,TOT,4208
402051054,Father only born overseas,TOT,1391
402051054,Mother only born overseas,TOT,1037
402051054,Both parents born in Australia,TOT,8700
402051054,Not stated - birthplace for either or both parents not stated,TOT,720
402051055,Total,NA,12429
402051055,Both parents born overseas,TOT,3763
402051055,Father only born overseas,TOT,948
402051055,Mother only born overseas,TOT,675
402051055,Both parents born in Australia,TOT,6500
402051055,Not stated - birthplace for either or both parents not stated,TOT,542
403011056,Total,NA,13826
403011056,Both parents born overseas,TOT,3706
403011056,Father only born overseas,TOT,987
403011056,Mother only born overseas,TOT,747
403011056,Both parents born in Australia,TOT,7476
403011056,Not stated - birthplace for either or both parents not stated,TOT,916
403011057,Total,NA,19873
403011057,Both parents born overseas,TOT,5682
403011057,Father only born overseas,TOT,1317
403011057,Mother only born overseas,TOT,963
403011057,Both parents born in Australia,TOT,10475
403011057,Not stated - birthplace for either or both parents not stated,TOT,1435
403021058,Total,NA,13505
403021058,Both parents born overseas,TOT,5020
403021058,Father only born overseas,TOT,931
403021058,Mother only born overseas,TOT,621
403021058,Both parents born in Australia,TOT,6179
403021058,Not stated - birthplace for either or both parents not stated,TOT,751
403021059,Total,NA,12395
403021059,Both parents born overseas,TOT,5125
403021059,Father only born overseas,TOT,798
403021059,Mother only born overseas,TOT,596
403021059,Both parents born in Australia,TOT,5499
403021059,Not stated - birthplace for either or both parents not stated,TOT,385
403021060,Total,NA,9277
403021060,Both parents born overseas,TOT,2833
403021060,Father only born overseas,TOT,758
403021060,Mother only born overseas,TOT,519
403021060,Both parents born in Australia,TOT,4765
403021060,Not stated - birthplace for either or both parents not stated,TOT,403
403021061,Total,NA,15151
403021061,Both parents born overseas,TOT,5893
403021061,Father only born overseas,TOT,890
403021061,Mother only born overseas,TOT,638
403021061,Both parents born in Australia,TOT,6878
403021061,Not stated - birthplace for either or both parents not stated,TOT,851
403021062,Total,NA,14657
403021062,Both parents born overseas,TOT,4164
403021062,Father only born overseas,TOT,991
403021062,Mother only born overseas,TOT,687
403021062,Both parents born in Australia,TOT,7959
403021062,Not stated - birthplace for either or both parents not stated,TOT,868
403021063,Total,NA,10116
403021063,Both parents born overseas,TOT,3036
403021063,Father only born overseas,TOT,748
403021063,Mother only born overseas,TOT,594
403021063,Both parents born in Australia,TOT,5366
403021063,Not stated - birthplace for either or both parents not stated,TOT,369
403021064,Total,NA,14970
403021064,Both parents born overseas,TOT,5002
403021064,Father only born overseas,TOT,939
403021064,Mother only born overseas,TOT,686
403021064,Both parents born in Australia,TOT,7466
403021064,Not stated - birthplace for either or both parents not stated,TOT,874
403031065,Total,NA,4603
403031065,Both parents born overseas,TOT,1273
403031065,Father only born overseas,TOT,356
403031065,Mother only born overseas,TOT,260
403031065,Both parents born in Australia,TOT,2478
403031065,Not stated - birthplace for either or both parents not stated,TOT,231
403031066,Total,NA,7433
403031066,Both parents born overseas,TOT,2750
403031066,Father only born overseas,TOT,469
403031066,Mother only born overseas,TOT,348
403031066,Both parents born in Australia,TOT,3527
403031066,Not stated - birthplace for either or both parents not stated,TOT,333
403031067,Total,NA,11996
403031067,Both parents born overseas,TOT,3049
403031067,Father only born overseas,TOT,1049
403031067,Mother only born overseas,TOT,755
403031067,Both parents born in Australia,TOT,6701
403031067,Not stated - birthplace for either or both parents not stated,TOT,436
403031068,Total,NA,15603
403031068,Both parents born overseas,TOT,4128
403031068,Father only born overseas,TOT,1236
403031068,Mother only born overseas,TOT,841
403031068,Both parents born in Australia,TOT,8766
403031068,Not stated - birthplace for either or both parents not stated,TOT,633
403031069,Total,NA,15837
403031069,Both parents born overseas,TOT,4270
403031069,Father only born overseas,TOT,1266
403031069,Mother only born overseas,TOT,928
403031069,Both parents born in Australia,TOT,8687
403031069,Not stated - birthplace for either or both parents not stated,TOT,692
403031070,Total,NA,8068
403031070,Both parents born overseas,TOT,3080
403031070,Father only born overseas,TOT,551
403031070,Mother only born overseas,TOT,367
403031070,Both parents born in Australia,TOT,3635
403031070,Not stated - birthplace for either or both parents not stated,TOT,434
403041071,Total,NA,11657
403041071,Both parents born overseas,TOT,3356
403041071,Father only born overseas,TOT,881
403041071,Mother only born overseas,TOT,626
403041071,Both parents born in Australia,TOT,6451
403041071,Not stated - birthplace for either or both parents not stated,TOT,344
403041072,Total,NA,15379
403041072,Both parents born overseas,TOT,3797
403041072,Father only born overseas,TOT,1262
403041072,Mother only born overseas,TOT,926
403041072,Both parents born in Australia,TOT,8113
403041072,Not stated - birthplace for either or both parents not stated,TOT,1292
403041073,Total,NA,9336
403041073,Both parents born overseas,TOT,2551
403041073,Father only born overseas,TOT,683
403041073,Mother only born overseas,TOT,540
403041073,Both parents born in Australia,TOT,4765
403041073,Not stated - birthplace for either or both parents not stated,TOT,798
403041074,Total,NA,10238
403041074,Both parents born overseas,TOT,3002
403041074,Father only born overseas,TOT,787
403041074,Mother only born overseas,TOT,564
403041074,Both parents born in Australia,TOT,4805
403041074,Not stated - birthplace for either or both parents not stated,TOT,1076
403041075,Total,NA,2655
403041075,Both parents born overseas,TOT,571
403041075,Father only born overseas,TOT,184
403041075,Mother only born overseas,TOT,171
403041075,Both parents born in Australia,TOT,1606
403041075,Not stated - birthplace for either or both parents not stated,TOT,127
403041076,Total,NA,4310
403041076,Both parents born overseas,TOT,1134
403041076,Father only born overseas,TOT,365
403041076,Mother only born overseas,TOT,265
403041076,Both parents born in Australia,TOT,2373
403041076,Not stated - birthplace for either or both parents not stated,TOT,176
403041077,Total,NA,10525
403041077,Both parents born overseas,TOT,3571
403041077,Father only born overseas,TOT,741
403041077,Mother only born overseas,TOT,571
403041077,Both parents born in Australia,TOT,5204
403041077,Not stated - birthplace for either or both parents not stated,TOT,448
403041078,Total,NA,6310
403041078,Both parents born overseas,TOT,1700
403041078,Father only born overseas,TOT,548
403041078,Mother only born overseas,TOT,371
403041078,Both parents born in Australia,TOT,3431
403041078,Not stated - birthplace for either or both parents not stated,TOT,263
403041079,Total,NA,7587
403041079,Both parents born overseas,TOT,1856
403041079,Father only born overseas,TOT,609
403041079,Mother only born overseas,TOT,458
403041079,Both parents born in Australia,TOT,4118
403041079,Not stated - birthplace for either or both parents not stated,TOT,543
403041080,Total,NA,13615
403041080,Both parents born overseas,TOT,3410
403041080,Father only born overseas,TOT,1006
403041080,Mother only born overseas,TOT,727
403041080,Both parents born in Australia,TOT,7936
403041080,Not stated - birthplace for either or both parents not stated,TOT,532
403041081,Total,NA,0
403041081,Both parents born overseas,TOT,0
403041081,Father only born overseas,TOT,0
403041081,Mother only born overseas,TOT,0
403041081,Both parents born in Australia,TOT,0
403041081,Not stated - birthplace for either or both parents not stated,TOT,0
403041082,Total,NA,29
403041082,Both parents born overseas,TOT,6
403041082,Father only born overseas,TOT,0
403041082,Mother only born overseas,TOT,0
403041082,Both parents born in Australia,TOT,13
403041082,Not stated - birthplace for either or both parents not stated,TOT,6
403041083,Total,NA,5975
403041083,Both parents born overseas,TOT,1688
403041083,Father only born overseas,TOT,446
403041083,Mother only born overseas,TOT,312
403041083,Both parents born in Australia,TOT,3144
403041083,Not stated - birthplace for either or both parents not stated,TOT,399
403041084,Total,NA,13601
403041084,Both parents born overseas,TOT,3619
403041084,Father only born overseas,TOT,1062
403041084,Mother only born overseas,TOT,807
403041084,Both parents born in Australia,TOT,7291
403041084,Not stated - birthplace for either or both parents not stated,TOT,825
403041085,Total,NA,9538
403041085,Both parents born overseas,TOT,2524
403041085,Father only born overseas,TOT,718
403041085,Mother only born overseas,TOT,600
403041085,Both parents born in Australia,TOT,5058
403041085,Not stated - birthplace for either or both parents not stated,TOT,643
403041086,Total,NA,10154
403041086,Both parents born overseas,TOT,2577
403041086,Father only born overseas,TOT,805
403041086,Mother only born overseas,TOT,590
403041086,Both parents born in Australia,TOT,5748
403041086,Not stated - birthplace for either or both parents not stated,TOT,437
403041087,Total,NA,22361
403041087,Both parents born overseas,TOT,6763
403041087,Father only born overseas,TOT,1785
403041087,Mother only born overseas,TOT,1427
403041087,Both parents born in Australia,TOT,11027
403041087,Not stated - birthplace for either or both parents not stated,TOT,1358
403041088,Total,NA,3393
403041088,Both parents born overseas,TOT,868
403041088,Father only born overseas,TOT,257
403041088,Mother only born overseas,TOT,209
403041088,Both parents born in Australia,TOT,1879
403041088,Not stated - birthplace for either or both parents not stated,TOT,172
403041089,Total,NA,11376
403041089,Both parents born overseas,TOT,3062
403041089,Father only born overseas,TOT,906
403041089,Mother only born overseas,TOT,606
403041089,Both parents born in Australia,TOT,6375
403041089,Not stated - birthplace for either or both parents not stated,TOT,420
404011090,Total,NA,7766
404011090,Both parents born overseas,TOT,2920
404011090,Father only born overseas,TOT,557
404011090,Mother only born overseas,TOT,336
404011090,Both parents born in Australia,TOT,3520
404011090,Not stated - birthplace for either or both parents not stated,TOT,437
404011091,Total,NA,14463
404011091,Both parents born overseas,TOT,6339
404011091,Father only born overseas,TOT,1016
404011091,Mother only born overseas,TOT,598
404011091,Both parents born in Australia,TOT,5895
404011091,Not stated - birthplace for either or both parents not stated,TOT,614
404011092,Total,NA,14843
404011092,Both parents born overseas,TOT,5503
404011092,Father only born overseas,TOT,1011
404011092,Mother only born overseas,TOT,672
404011092,Both parents born in Australia,TOT,6941
404011092,Not stated - birthplace for either or both parents not stated,TOT,713
404011093,Total,NA,17624
404011093,Both parents born overseas,TOT,7563
404011093,Father only born overseas,TOT,1284
404011093,Mother only born overseas,TOT,833
404011093,Both parents born in Australia,TOT,6848
404011093,Not stated - birthplace for either or both parents not stated,TOT,1105
404011094,Total,NA,5870
404011094,Both parents born overseas,TOT,2154
404011094,Father only born overseas,TOT,441
404011094,Mother only born overseas,TOT,306
404011094,Both parents born in Australia,TOT,2604
404011094,Not stated - birthplace for either or both parents not stated,TOT,360
404011095,Total,NA,16282
404011095,Both parents born overseas,TOT,6015
404011095,Father only born overseas,TOT,1135
404011095,Mother only born overseas,TOT,746
404011095,Both parents born in Australia,TOT,7457
404011095,Not stated - birthplace for either or both parents not stated,TOT,929
404011096,Total,NA,14363
404011096,Both parents born overseas,TOT,4460
404011096,Father only born overseas,TOT,966
404011096,Mother only born overseas,TOT,671
404011096,Both parents born in Australia,TOT,7442
404011096,Not stated - birthplace for either or both parents not stated,TOT,822
404011097,Total,NA,17482
404011097,Both parents born overseas,TOT,8631
404011097,Father only born overseas,TOT,1074
404011097,Mother only born overseas,TOT,703
404011097,Both parents born in Australia,TOT,6128
404011097,Not stated - birthplace for either or both parents not stated,TOT,940
404021098,Total,NA,0
404021098,Both parents born overseas,TOT,0
404021098,Father only born overseas,TOT,0
404021098,Mother only born overseas,TOT,0
404021098,Both parents born in Australia,TOT,0
404021098,Not stated - birthplace for either or both parents not stated,TOT,0
404021099,Total,NA,14491
404021099,Both parents born overseas,TOT,3616
404021099,Father only born overseas,TOT,1182
404021099,Mother only born overseas,TOT,774
404021099,Both parents born in Australia,TOT,8077
404021099,Not stated - birthplace for either or both parents not stated,TOT,842
404021100,Total,NA,14249
404021100,Both parents born overseas,TOT,3449
404021100,Father only born overseas,TOT,1044
404021100,Mother only born overseas,TOT,766
404021100,Both parents born in Australia,TOT,8217
404021100,Not stated - birthplace for either or both parents not stated,TOT,761
404021101,Total,NA,10787
404021101,Both parents born overseas,TOT,4112
404021101,Father only born overseas,TOT,783
404021101,Mother only born overseas,TOT,493
404021101,Both parents born in Australia,TOT,4670
404021101,Not stated - birthplace for either or both parents not stated,TOT,730
404021102,Total,NA,18446
404021102,Both parents born overseas,TOT,11750
404021102,Father only born overseas,TOT,718
404021102,Mother only born overseas,TOT,474
404021102,Both parents born in Australia,TOT,4180
404021102,Not stated - birthplace for either or both parents not stated,TOT,1320
404021103,Total,NA,5
404021103,Both parents born overseas,TOT,0
404021103,Father only born overseas,TOT,0
404021103,Mother only born overseas,TOT,0
404021103,Both parents born in Australia,TOT,0
404021103,Not stated - birthplace for either or both parents not stated,TOT,0
404031104,Total,NA,0
404031104,Both parents born overseas,TOT,0
404031104,Father only born overseas,TOT,0
404031104,Mother only born overseas,TOT,0
404031104,Both parents born in Australia,TOT,0
404031104,Not stated - birthplace for either or both parents not stated,TOT,0
404031105,Total,NA,2702
404031105,Both parents born overseas,TOT,882
404031105,Father only born overseas,TOT,204
404031105,Mother only born overseas,TOT,109
404031105,Both parents born in Australia,TOT,1370
404031105,Not stated - birthplace for either or both parents not stated,TOT,138
404031106,Total,NA,12710
404031106,Both parents born overseas,TOT,5529
404031106,Father only born overseas,TOT,859
404031106,Mother only born overseas,TOT,519
404031106,Both parents born in Australia,TOT,5250
404031106,Not stated - birthplace for either or both parents not stated,TOT,556
404031107,Total,NA,24236
404031107,Both parents born overseas,TOT,9636
404031107,Father only born overseas,TOT,1508
404031107,Mother only born overseas,TOT,1056
404031107,Both parents born in Australia,TOT,10528
404031107,Not stated - birthplace for either or both parents not stated,TOT,1508
404031108,Total,NA,16465
404031108,Both parents born overseas,TOT,7229
404031108,Father only born overseas,TOT,1155
404031108,Mother only born overseas,TOT,806
404031108,Both parents born in Australia,TOT,6315
404031108,Not stated - birthplace for either or both parents not stated,TOT,964
404031109,Total,NA,4964
404031109,Both parents born overseas,TOT,1539
404031109,Father only born overseas,TOT,334
404031109,Mother only born overseas,TOT,263
404031109,Both parents born in Australia,TOT,2605
404031109,Not stated - birthplace for either or both parents not stated,TOT,217
405011110,Total,NA,6111
405011110,Both parents born overseas,TOT,913
405011110,Father only born overseas,TOT,310
405011110,Mother only born overseas,TOT,297
405011110,Both parents born in Australia,TOT,4197
405011110,Not stated - birthplace for either or both parents not stated,TOT,391
405011111,Total,NA,8963
405011111,Both parents born overseas,TOT,1344
405011111,Father only born overseas,TOT,523
405011111,Mother only born overseas,TOT,432
405011111,Both parents born in Australia,TOT,6166
405011111,Not stated - birthplace for either or both parents not stated,TOT,497
405011112,Total,NA,6158
405011112,Both parents born overseas,TOT,1246
405011112,Father only born overseas,TOT,418
405011112,Mother only born overseas,TOT,325
405011112,Both parents born in Australia,TOT,3762
405011112,Not stated - birthplace for either or both parents not stated,TOT,408
405011113,Total,NA,3168
405011113,Both parents born overseas,TOT,522
405011113,Father only born overseas,TOT,168
405011113,Mother only born overseas,TOT,156
405011113,Both parents born in Australia,TOT,2066
405011113,Not stated - birthplace for either or both parents not stated,TOT,252
405011114,Total,NA,6550
405011114,Both parents born overseas,TOT,717
405011114,Father only born overseas,TOT,348
405011114,Mother only born overseas,TOT,271
405011114,Both parents born in Australia,TOT,4890
405011114,Not stated - birthplace for either or both parents not stated,TOT,324
405011115,Total,NA,4546
405011115,Both parents born overseas,TOT,606
405011115,Father only born overseas,TOT,236
405011115,Mother only born overseas,TOT,198
405011115,Both parents born in Australia,TOT,3198
405011115,Not stated - birthplace for either or both parents not stated,TOT,308
405021116,Total,NA,4047
405021116,Both parents born overseas,TOT,420
405021116,Father only born overseas,TOT,158
405021116,Mother only born overseas,TOT,146
405021116,Both parents born in Australia,TOT,3064
405021116,Not stated - birthplace for either or both parents not stated,TOT,256
405021117,Total,NA,4893
405021117,Both parents born overseas,TOT,673
405021117,Father only born overseas,TOT,199
405021117,Mother only born overseas,TOT,164
405021117,Both parents born in Australia,TOT,3472
405021117,Not stated - birthplace for either or both parents not stated,TOT,378
405021118,Total,NA,4161
405021118,Both parents born overseas,TOT,538
405021118,Father only born overseas,TOT,182
405021118,Mother only born overseas,TOT,136
405021118,Both parents born in Australia,TOT,2995
405021118,Not stated - birthplace for either or both parents not stated,TOT,314
405021119,Total,NA,9448
405021119,Both parents born overseas,TOT,1134
405021119,Father only born overseas,TOT,436
405021119,Mother only born overseas,TOT,320
405021119,Both parents born in Australia,TOT,6904
405021119,Not stated - birthplace for either or both parents not stated,TOT,668
405031120,Total,NA,4563
405031120,Both parents born overseas,TOT,381
405031120,Father only born overseas,TOT,139
405031120,Mother only born overseas,TOT,169
405031120,Both parents born in Australia,TOT,3539
405031120,Not stated - birthplace for either or both parents not stated,TOT,345
405031121,Total,NA,5393
405031121,Both parents born overseas,TOT,582
405031121,Father only born overseas,TOT,206
405031121,Mother only born overseas,TOT,168
405031121,Both parents born in Australia,TOT,4004
405031121,Not stated - birthplace for either or both parents not stated,TOT,435
405031122,Total,NA,14007
405031122,Both parents born overseas,TOT,1567
405031122,Father only born overseas,TOT,653
405031122,Mother only born overseas,TOT,409
405031122,Both parents born in Australia,TOT,10327
405031122,Not stated - birthplace for either or both parents not stated,TOT,1057
405031123,Total,NA,3302
405031123,Both parents born overseas,TOT,338
405031123,Father only born overseas,TOT,149
405031123,Mother only born overseas,TOT,106
405031123,Both parents born in Australia,TOT,2527
405031123,Not stated - birthplace for either or both parents not stated,TOT,193
405041124,Total,NA,5274
405041124,Both parents born overseas,TOT,460
405041124,Father only born overseas,TOT,216
405041124,Mother only born overseas,TOT,197
405041124,Both parents born in Australia,TOT,3888
405041124,Not stated - birthplace for either or both parents not stated,TOT,500
405041125,Total,NA,4839
405041125,Both parents born overseas,TOT,749
405041125,Father only born overseas,TOT,206
405041125,Mother only born overseas,TOT,170
405041125,Both parents born in Australia,TOT,3353
405041125,Not stated - birthplace for either or both parents not stated,TOT,366
405041126,Total,NA,4039
405041126,Both parents born overseas,TOT,471
405041126,Father only born overseas,TOT,195
405041126,Mother only born overseas,TOT,121
405041126,Both parents born in Australia,TOT,2916
405041126,Not stated - birthplace for either or both parents not stated,TOT,340
405041127,Total,NA,7125
405041127,Both parents born overseas,TOT,712
405041127,Father only born overseas,TOT,259
405041127,Mother only born overseas,TOT,191
405041127,Both parents born in Australia,TOT,5470
405041127,Not stated - birthplace for either or both parents not stated,TOT,493
405041128,Total,NA,3930
405041128,Both parents born overseas,TOT,598
405041128,Father only born overseas,TOT,153
405041128,Mother only born overseas,TOT,161
405041128,Both parents born in Australia,TOT,2787
405041128,Not stated - birthplace for either or both parents not stated,TOT,236
406011129,Total,NA,2556
406011129,Both parents born overseas,TOT,230
406011129,Father only born overseas,TOT,116
406011129,Mother only born overseas,TOT,84
406011129,Both parents born in Australia,TOT,1840
406011129,Not stated - birthplace for either or both parents not stated,TOT,299
406011130,Total,NA,6499
406011130,Both parents born overseas,TOT,520
406011130,Father only born overseas,TOT,264
406011130,Mother only born overseas,TOT,235
406011130,Both parents born in Australia,TOT,4977
406011130,Not stated - birthplace for either or both parents not stated,TOT,506
406011131,Total,NA,4247
406011131,Both parents born overseas,TOT,258
406011131,Father only born overseas,TOT,114
406011131,Mother only born overseas,TOT,98
406011131,Both parents born in Australia,TOT,3412
406011131,Not stated - birthplace for either or both parents not stated,TOT,361
406011132,Total,NA,2267
406011132,Both parents born overseas,TOT,157
406011132,Father only born overseas,TOT,57
406011132,Mother only born overseas,TOT,64
406011132,Both parents born in Australia,TOT,1823
406011132,Not stated - birthplace for either or both parents not stated,TOT,157
406011133,Total,NA,15685
406011133,Both parents born overseas,TOT,1700
406011133,Father only born overseas,TOT,909
406011133,Mother only born overseas,TOT,590
406011133,Both parents born in Australia,TOT,11037
406011133,Not stated - birthplace for either or both parents not stated,TOT,1452
406011134,Total,NA,3528
406011134,Both parents born overseas,TOT,222
406011134,Father only born overseas,TOT,123
406011134,Mother only born overseas,TOT,116
406011134,Both parents born in Australia,TOT,2622
406011134,Not stated - birthplace for either or both parents not stated,TOT,447
406011135,Total,NA,79
406011135,Both parents born overseas,TOT,4
406011135,Father only born overseas,TOT,0
406011135,Mother only born overseas,TOT,0
406011135,Both parents born in Australia,TOT,30
406011135,Not stated - birthplace for either or both parents not stated,TOT,39
406011136,Total,NA,21751
406011136,Both parents born overseas,TOT,5407
406011136,Father only born overseas,TOT,1412
406011136,Mother only born overseas,TOT,1143
406011136,Both parents born in Australia,TOT,11989
406011136,Not stated - birthplace for either or both parents not stated,TOT,1795
406011137,Total,NA,0
406011137,Both parents born overseas,TOT,0
406011137,Father only born overseas,TOT,0
406011137,Mother only born overseas,TOT,0
406011137,Both parents born in Australia,TOT,0
406011137,Not stated - birthplace for either or both parents not stated,TOT,0
406021138,Total,NA,2276
406021138,Both parents born overseas,TOT,63
406021138,Father only born overseas,TOT,28
406021138,Mother only born overseas,TOT,17
406021138,Both parents born in Australia,TOT,1926
406021138,Not stated - birthplace for either or both parents not stated,TOT,234
406021139,Total,NA,1762
406021139,Both parents born overseas,TOT,562
406021139,Father only born overseas,TOT,70
406021139,Mother only born overseas,TOT,52
406021139,Both parents born in Australia,TOT,785
406021139,Not stated - birthplace for either or both parents not stated,TOT,292
406021140,Total,NA,2134
406021140,Both parents born overseas,TOT,190
406021140,Father only born overseas,TOT,72
406021140,Mother only born overseas,TOT,55
406021140,Both parents born in Australia,TOT,1589
406021140,Not stated - birthplace for either or both parents not stated,TOT,221
406021141,Total,NA,2635
406021141,Both parents born overseas,TOT,337
406021141,Father only born overseas,TOT,97
406021141,Mother only born overseas,TOT,81
406021141,Both parents born in Australia,TOT,1627
406021141,Not stated - birthplace for either or both parents not stated,TOT,489
406021142,Total,NA,13515
406021142,Both parents born overseas,TOT,1202
406021142,Father only born overseas,TOT,533
406021142,Mother only born overseas,TOT,367
406021142,Both parents born in Australia,TOT,9593
406021142,Not stated - birthplace for either or both parents not stated,TOT,1819
406021143,Total,NA,3888
406021143,Both parents born overseas,TOT,655
406021143,Father only born overseas,TOT,200
406021143,Mother only born overseas,TOT,189
406021143,Both parents born in Australia,TOT,2466
406021143,Not stated - birthplace for either or both parents not stated,TOT,381
407011144,Total,NA,11126
407011144,Both parents born overseas,TOT,2551
407011144,Father only born overseas,TOT,690
407011144,Mother only born overseas,TOT,492
407011144,Both parents born in Australia,TOT,6603
407011144,Not stated - birthplace for either or both parents not stated,TOT,799
407011145,Total,NA,4702
407011145,Both parents born overseas,TOT,736
