SA2_CODE,LFSP_C16,obsValue
312021347,LF,289
312021348,UEMP,348
312021348,LF,5582
312021349,UEMP,344
312021349,LF,2853
312021350,UEMP,203
312021350,LF,2716
312021351,UEMP,260
312021351,LF,3931
312021352,UEMP,501
312021352,LF,5362
312021353,UEMP,281
312021353,LF,3946
312021354,UEMP,251
312021354,LF,2931
312021355,UEMP,185
312021355,LF,1653
312021356,UEMP,369
312021356,LF,3427
312021357,UEMP,268
312021357,LF,4393
312021358,UEMP,227
312021358,LF,2924
312031359,UEMP,385
312031359,LF,7035
312031360,UEMP,0
312031360,LF,0
312031361,UEMP,253
312031361,LF,3985
315011395,UEMP,140
315011395,LF,371
315011396,UEMP,459
315011396,LF,2902
315011397,UEMP,36
315011397,LF,511
315011398,UEMP,187
315011398,LF,620
315011399,UEMP,201
315011399,LF,1005
315011400,UEMP,174
315011400,LF,2286
315011401,UEMP,116
315011401,LF,1501
315011402,UEMP,183
315011402,LF,1153
315011403,UEMP,57
315011403,LF,2206
315021404,UEMP,254
315021404,LF,1800
315021405,UEMP,577
315021405,LF,9519
315021406,UEMP,83
315021406,LF,1766
315021407,UEMP,58
315021407,LF,1770
315031408,UEMP,77
315031408,LF,2457
315031409,UEMP,113
315031409,LF,2161
315031410,UEMP,47
315031410,LF,1162
315031411,UEMP,61
315031411,LF,1459
315031412,UEMP,70
315031412,LF,2012
316011413,UEMP,528
316011413,LF,7539
316011414,UEMP,545
316011414,LF,8291
316011415,UEMP,438
316011415,LF,6159
316011416,UEMP,470
316011416,LF,4692
316021417,UEMP,314
316021417,LF,4737
316021418,UEMP,227
316021418,LF,3161
316021419,UEMP,261
316021419,LF,2723
316021420,UEMP,649
316021420,LF,9380
316021421,UEMP,308
316021421,LF,4730
316021422,UEMP,274
316021422,LF,3674
316021423,UEMP,308
316021423,LF,4493
316021424,UEMP,254
316021424,LF,3930
316031425,UEMP,490
316031425,LF,7260
316031426,UEMP,387
316031426,LF,5431
316031427,UEMP,664
316031427,LF,9303
316031428,UEMP,458
316031428,LF,6173
316051434,UEMP,99
316051434,LF,2001
316051435,UEMP,263
316051435,LF,3743
316051437,UEMP,189
316051437,LF,3383
316051438,UEMP,325
316051438,LF,4320
316051543,UEMP,126
316051543,LF,1903
316051544,UEMP,191
316051544,LF,3146
316061439,UEMP,262
316061439,LF,3788
316061440,UEMP,254
316061440,LF,3556
316061441,UEMP,198
316061441,LF,2792
316061442,UEMP,360
316061442,LF,5049
316061443,UEMP,202
316061443,LF,2770
316061444,UEMP,324
316061444,LF,5167
316071545,UEMP,259
316071545,LF,4024
316071546,UEMP,104
316071546,LF,1745
316071547,UEMP,363
316071547,LF,5119
316071548,UEMP,794
316071548,LF,9086
316081549,UEMP,692
316081549,LF,9974
317011445,UEMP,168
317011445,LF,3528
317011446,UEMP,660
317011446,LF,6202
317011447,UEMP,400
317011447,LF,4463
317011448,UEMP,322
317011448,LF,3275
317011449,UEMP,160
317011449,LF,3227
317011450,UEMP,286
317011450,LF,6530
317011451,UEMP,300
317011451,LF,5536
317011452,UEMP,184
317011452,LF,3396
317011453,UEMP,431
317011453,LF,4581
317011454,UEMP,268
317011454,LF,2768
317011455,UEMP,233
317011455,LF,3988
317011456,UEMP,544
317011456,LF,6426
317011457,UEMP,254
317011457,LF,4963
317011458,UEMP,323
317011458,LF,6859
317011459,UEMP,483
317011459,LF,5665
318011460,UEMP,274
318011460,LF,4283
318011461,UEMP,205
318011461,LF,4012
318011462,UEMP,350
318011462,LF,3280
318011463,UEMP,99
318011463,LF,1746
318011464,UEMP,136
318011464,LF,1853
318011465,UEMP,160
318011465,LF,3003
318011466,UEMP,204
318011466,LF,694
318021467,UEMP,264
318021467,LF,2269
318021468,UEMP,312
318021468,LF,5483
318021469,UEMP,124
318021469,LF,1535
318021470,UEMP,232
318021470,LF,3981
318021471,UEMP,541
318021471,LF,4657
318021472,UEMP,296
318021472,LF,2779
318021473,UEMP,990
318021473,LF,11918
318021474,UEMP,436
318021474,LF,4315
318021475,UEMP,351
318021475,LF,3201
318021476,UEMP,415
318021476,LF,3689
318021477,UEMP,244
318021477,LF,1742
318021478,UEMP,244
318021478,LF,2751
318021479,UEMP,250
318021479,LF,2407
318021480,UEMP,556
318021480,LF,4932
318021481,UEMP,397
318021481,LF,3580
318021482,UEMP,667
318021482,LF,8414
318021483,UEMP,82
318021483,LF,1036
318021484,UEMP,332
318021484,LF,5097
318021485,UEMP,139
318021485,LF,1670
318021486,UEMP,295
318021486,LF,2953
318021487,UEMP,244
318021487,LF,3825
318021488,UEMP,294
318021488,LF,2820
318021489,UEMP,160
318021489,LF,2236
318021490,UEMP,327
318021490,LF,5129
318021491,UEMP,237
318021491,LF,2497
319011492,UEMP,203
319011492,LF,2217
319011493,UEMP,654
319011493,LF,7078
319011494,UEMP,189
319011494,LF,2172
319011495,UEMP,403
319011495,LF,2555
319011496,UEMP,224
319011496,LF,2426
319011497,UEMP,335
319011497,LF,2815
319011498,UEMP,403
319011498,LF,3685
319011499,UEMP,345
319011499,LF,3779
319011500,UEMP,265
319011500,LF,2864
319011501,UEMP,260
319011501,LF,2292
319011502,UEMP,492
319011502,LF,4308
319021503,UEMP,147
319021503,LF,2982
319021504,UEMP,236
319021504,LF,1785
319021505,UEMP,313
319021505,LF,4542
319021506,UEMP,346
319021506,LF,3395
319021507,UEMP,69
319021507,LF,1884
319021508,UEMP,96
319021508,LF,1591
319021509,UEMP,337
319021509,LF,3034
319021510,UEMP,0
319021510,LF,7
319031511,UEMP,205
319031511,LF,1703
319031512,UEMP,634
319031512,LF,5545
319031513,UEMP,208
319031513,LF,2767
319031514,UEMP,702
319031514,LF,7859
319031515,UEMP,115
319031515,LF,1468
319041516,UEMP,212
319041516,LF,1951
319041517,UEMP,172
319041517,LF,2109
319041518,UEMP,598
319041518,LF,4565
319041519,UEMP,241
319041519,LF,1944
319041520,UEMP,719
319041520,LF,5414
319041521,UEMP,507
319041521,LF,4902
319051522,UEMP,422
319051522,LF,3070
319051523,UEMP,138
319051523,LF,1132
319051524,UEMP,885
319051524,LF,6444
319051525,UEMP,354
319051525,LF,2907
319051526,UEMP,181
319051526,LF,2268
397979799,UEMP,4
397979799,LF,68
401011001,UEMP,959
401011001,LF,6935
401011002,UEMP,298
401011002,LF,3600
401021003,UEMP,160
401021003,LF,3715
401021004,UEMP,424
401021004,LF,9121
401021005,UEMP,85
401021005,LF,2234
401021006,UEMP,203
401021006,LF,4638
401021007,UEMP,526
401021007,LF,8765
401021008,UEMP,148
401021008,LF,3388
401021009,UEMP,138
401021009,LF,2764
401021010,UEMP,107
401021010,LF,2860
401031011,UEMP,523
401031011,LF,9285
401031012,UEMP,266
401031012,LF,4654
401031013,UEMP,476
401031013,LF,7456
401041014,UEMP,279
401041014,LF,5024
401041015,UEMP,700
401041015,LF,9324
401041016,UEMP,751
401041016,LF,10519
401051017,UEMP,371
401051017,LF,5307
401051018,UEMP,423
401051018,LF,5974
401051019,UEMP,420
401051019,LF,6900
401061020,UEMP,190
401061020,LF,3469
401061021,UEMP,536
401061021,LF,7856
401061022,UEMP,208
401061022,LF,3612
401071023,UEMP,552
401071023,LF,9403
401071024,UEMP,594
401071024,LF,10231
402011025,UEMP,274
402011025,LF,4844
402011026,UEMP,794
402011026,LF,9175
402011027,UEMP,207
402011027,LF,2920
402021028,UEMP,821
402021028,LF,9166
402021029,UEMP,1078
402021029,LF,6701
402021030,UEMP,685
402021030,LF,3125
402021031,UEMP,674
402021031,LF,5264
402021032,UEMP,508
402021032,LF,5988
402021033,UEMP,52
402021033,LF,1383
402021034,UEMP,857
402021034,LF,4254
402021035,UEMP,115
402021035,LF,1740
402031036,UEMP,1279
402031036,LF,10465
402031037,UEMP,918
402031037,LF,11506
402031038,UEMP,831
402031038,LF,10238
402041039,UEMP,0
402041039,LF,0
402041040,UEMP,608
402041040,LF,6658
402041041,UEMP,569
402041041,LF,7231
402041042,UEMP,0
402041042,LF,13
402041043,UEMP,785
402041043,LF,7490
402041044,UEMP,844
402041044,LF,8175
402041046,UEMP,985
402041046,LF,7023
402041047,UEMP,754
402041047,LF,8418
402041048,UEMP,878
402041048,LF,7489
402041171,UEMP,597
402041171,LF,7475
402041172,UEMP,351
402041172,LF,3539
402051049,UEMP,327
402051049,LF,5522
402051050,UEMP,271
402051050,LF,5050
402051051,UEMP,341
402051051,LF,5468
402051052,UEMP,649
402051052,LF,7474
402051053,UEMP,617
402051053,LF,10201
402051054,UEMP,510
402051054,LF,8556
402051055,UEMP,401
402051055,LF,6214
403011056,UEMP,324
403011056,LF,6695
403011057,UEMP,624
403011057,LF,10360
403021058,UEMP,588
403021058,LF,7071
403021059,UEMP,417
403021059,LF,6905
403021060,UEMP,269
403021060,LF,4821
403021061,UEMP,607
403021061,LF,6854
403021062,UEMP,506
403021062,LF,7209
403021063,UEMP,288
403021063,LF,5828
403021064,UEMP,533
403021064,LF,7090
403031065,UEMP,121
403031065,LF,2368
403031066,UEMP,306
403031066,LF,3465
403031067,UEMP,323
403031067,LF,6261
403031068,UEMP,481
403031068,LF,8272
403031069,UEMP,417
403031069,LF,8129
403031070,UEMP,284
403031070,LF,3724
403041071,UEMP,385
403041071,LF,6374
403041072,UEMP,609
403041072,LF,6920
403041073,UEMP,456
403041073,LF,3681
403041074,UEMP,477
403041074,LF,4489
403041075,UEMP,61
403041075,LF,1464
403041076,UEMP,116
403041076,LF,2377
403041077,UEMP,343
403041077,LF,5715
403041078,UEMP,242
403041078,LF,3099
403041079,UEMP,388
403041079,LF,3130
403041080,UEMP,444
403041080,LF,7124
403041081,UEMP,0
403041081,LF,0
403041082,UEMP,0
403041082,LF,10
403041083,UEMP,139
403041083,LF,2890
403041084,UEMP,530
403041084,LF,6456
403041085,UEMP,451
403041085,LF,4193
403041086,UEMP,380
403041086,LF,5087
403041087,UEMP,823
403041087,LF,10926
403041088,UEMP,69
403041088,LF,1766
403041089,UEMP,342
403041089,LF,6078
404011090,UEMP,267
404011090,LF,4003
404011091,UEMP,510
404011091,LF,7151
404011092,UEMP,438
404011092,LF,7690
404011093,UEMP,717
404011093,LF,9238
404011094,UEMP,226
404011094,LF,2860
404011095,UEMP,542
404011095,LF,7665
404011096,UEMP,365
404011096,LF,6751
404011097,UEMP,778
404011097,LF,8565
404021098,UEMP,0
404021098,LF,0
404021099,UEMP,533
404021099,LF,7869
404021100,UEMP,527
404021100,LF,6982
404021101,UEMP,512
404021101,LF,5125
404021102,UEMP,992
404021102,LF,7743
404021103,UEMP,0
404021103,LF,0
404031104,UEMP,0
404031104,LF,0
404031105,UEMP,71
404031105,LF,1264
404031106,UEMP,478
404031106,LF,6612
404031107,UEMP,985
404031107,LF,12579
404031108,UEMP,682
404031108,LF,8708
404031109,UEMP,152
404031109,LF,2658
405011110,UEMP,138
405011110,LF,3124
405011111,UEMP,254
405011111,LF,4535
405011112,UEMP,166
405011112,LF,3125
405011113,UEMP,100
405011113,LF,1488
405011114,UEMP,137
405011114,LF,3135
405011115,UEMP,87
405011115,LF,2223
405021116,UEMP,59
405021116,LF,1990
405021117,UEMP,85
405021117,LF,2261
405021118,UEMP,114
405021118,LF,1829
405021119,UEMP,248
405021119,LF,4013
405031120,UEMP,100
405031120,LF,2111
405031121,UEMP,170
405031121,LF,2300
405031122,UEMP,673
405031122,LF,5787
405031123,UEMP,109
405031123,LF,1470
405041124,UEMP,188
405041124,LF,2238
405041125,UEMP,139
405041125,LF,1743
405041126,UEMP,156
405041126,LF,1460
405041127,UEMP,165
405041127,LF,2814
405041128,UEMP,77
405041128,LF,1495
406011129,UEMP,40
406011129,LF,1206
406011130,UEMP,136
406011130,LF,3016
406011131,UEMP,75
406011131,LF,2023
406011132,UEMP,41
406011132,LF,1168
406011133,UEMP,450
406011133,LF,7324
406011134,UEMP,72
406011134,LF,1637
406011135,UEMP,0
406011135,LF,24
406011136,UEMP,1178
406011136,LF,9457
406011137,UEMP,0
406011137,LF,0
406021138,UEMP,174
406021138,LF,688
406021139,UEMP,70
406021139,LF,707
406021140,UEMP,66
406021140,LF,940
406021141,UEMP,62
406021141,LF,1423
406021142,UEMP,556
406021142,LF,5738
406021143,UEMP,79
406021143,LF,2284
407011144,UEMP,269
407011144,LF,3751
407011145,UEMP,118
407011145,LF,2283
407011146,UEMP,165
407011146,LF,3163
407011147,UEMP,184
407011147,LF,3680
407011148,UEMP,347
407011148,LF,4830
407011149,UEMP,149
407011149,LF,2402
407021150,UEMP,116
407021150,LF,2668
407021151,UEMP,72
407021151,LF,1799
407021152,UEMP,163
407021152,LF,2194
407021154,UEMP,150
407021154,LF,3094
407021155,UEMP,20
407021155,LF,1314
407021156,UEMP,83
407021156,LF,1575
407021157,UEMP,86
407021157,LF,3518
407021158,UEMP,87
407021158,LF,1582
407021173,UEMP,453
407021173,LF,7182
407021174,UEMP,414
407021174,LF,6634
407031159,UEMP,184
407031159,LF,2996
407031160,UEMP,135
407031160,LF,1644
407031161,UEMP,62
407031161,LF,1475
407031162,UEMP,109
407031162,LF,2469
399999499,UEMP,986
399999499,LF,4074
