sex,age,sa2_code,region,time,value
Females,25 - 29,128011527,Caringbah - Lilli Pilli,2016,889
Females,45 - 49,128011530,Miranda - Yowie Bay,2016,667
Females,50 - 54,117031330,Erskineville - Alexandria,2016,424
Females,30 - 34,110021194,Tenterfield,2016,121
Males,20 - 24,124031458,Castlereagh - Cranebrook,2016,942
Males,80 - 84,127021516,Fairfield - West,2016,144
Males,50 - 54,107011130,Berkeley - Warrawong - Windang,2016,1012
Males,35 - 39,128011531,Sylvania - Taren Point,2016,475
Females,85 and over,127031523,Chipping Norton - Moorebank,2016,160
Males,25 - 29,104021084,Coffs Harbour - North,2016,562
Males,70 - 74,105011096,Walgett - Lightning Ridge,2016,208
Females,15 - 19,105031099,Coonabarabran,2016,204
Females,45 - 49,118011341,Bondi Junction - Waverly,2016,616
Females,15 - 19,105031105,Narromine,2016,184
Males,60 - 64,106021114,Maitland,2016,166
Females,75 - 79,122031424,Beacon Hill - Narraweena,2016,246
Females,75 - 79,119031374,South Hurstville - Blakehurst,2016,357
Females,5 - 9,111031229,Newcastle - Cooks Hill,2016,175
Males,20 - 24,116021310,Parklea - Kellyville Ridge,2016,1004
Females,75 - 79,127021511,Cabramatta - Lansvale,2016,319
Males,40 - 44,102021051,Ourimbah - Fountaindale,2016,152
Males,15 - 19,103031071,Lithgow Region,2016,241
Males,15 - 19,111021215,Bolton Point - Teralba,2016,311
Males,50 - 54,121031410,St Ives,2016,750
Females,0 - 4,112031254,Tweed Heads,2016,459
Females,10 - 14,123021441,Leumeah - Minto Heights,2016,523
Males,10 - 14,120031393,Croydon Park - Enfield,2016,510
Males,50 - 54,113011258,Leeton,2016,353
Males,25 - 29,107031137,Albion Park Rail,2016,242
Males,10 - 14,124031460,Glenmore Park - Regentville,2016,835
Females,15 - 19,106031125,Williamtown - Medowie - Karuah,2016,453
Males,10 - 14,125041491,Northmead,2016,465
Males,0 - 4,114011272,Berry - Kangaroo Valley,2016,223
Females,35 - 39,125011473,Homebush Bay - Silverwater,2016,985
Males,85 and over,120031396,Homebush,2016,44
Females,25 - 29,104021091,Woolgoolga - Arrawarra,2016,399
Females,15 - 19,113031266,Temora,2016,205
Females,30 - 34,104011082,Maclean - Yamba - Iluka,2016,293
Females,10 - 14,123031448,The Oaks - Oakdale,2016,378
Males,50 - 54,113031270,Wagga Wagga - West,2016,346
Females,10 - 14,101011006,Young Region,2016,210
Females,60 - 64,103041078,Orange - North,2016,472
Males,10 - 14,121011399,Chatswood (West) - Lane Cove North,2016,521
Males,15 - 19,104021091,Woolgoolga - Arrawarra,2016,379
Males,35 - 39,123031445,Bargo,2016,175
Females,75 - 79,127021509,Bonnyrigg Heights - Bonnyrigg,2016,148
Females,75 - 79,119021365,Lakemba - Wiley Park,2016,214
Females,30 - 34,104021083,Bellingen,2016,142
Females,60 - 64,101011001,Goulburn,2016,719
Males,15 - 19,111011214,Warners Bay - Boolaroo,2016,469
Males,50 - 54,113031264,Gundagai,2016,123
Males,60 - 64,109011173,Albury - North,2016,268
Females,15 - 19,101021011,Queanbeyan Region,2016,577
Males,25 - 29,106031124,Tea Gardens - Hawks Nest,2016,73
Males,30 - 34,111031234,Waratah - North Lambton,2016,522
Females,20 - 24,108011154,Tuncurry,2016,103
Females,20 - 24,107011133,Port Kembla Industrial,2016,0
Females,45 - 49,122021423,Warriewood - Mona Vale,2016,915
Males,25 - 29,112021247,Kyogle,2016,112
Females,25 - 29,112021248,Lismore,2016,498
Females,15 - 19,107011132,Horsley - Kembla Grange,2016,338
Males,80 - 84,120031394,Dulwich Hill - Lewisham,2016,117
Males,30 - 34,128021538,Sutherland - Kirrawee,2016,889
Females,65 - 69,124031460,Glenmore Park - Regentville,2016,366
Males,25 - 29,118011345,Paddington - Moore Park,2016,981
Males,65 - 69,125031484,Guildford West - Merrylands West,2016,409
Males,5 - 9,106021115,Maitland - East,2016,1072
Males,40 - 44,121031407,Gordon - Killara,2016,653
Females,55 - 59,127021518,Horsley Park - Kemps Creek,2016,128
Males,70 - 74,114011279,St Georges Basin - Erowal Bay,2016,498
Females,35 - 39,101041021,Broulee - Tomakin,2016,79
Males,85 and over,127011505,Badgerys Creek - Greendale,2016,85
Males,75 - 79,128011528,Cronulla - Kurnell - Bundeena,2016,377
Males,0 - 4,115011291,Baulkham Hills (West) - Bella Vista,2016,610
Males,85 and over,103021068,Parkes Region,2016,27
Females,20 - 24,123031446,Douglas Park - Appin,2016,283
Females,35 - 39,105021097,Broken Hill,2016,449
Females,70 - 74,125011475,Rookwood Cemetery,2016,0
Males,60 - 64,120021389,Lilyfield - Rozelle,2016,354
Females,35 - 39,124031461,Jamisontown - South Penrith,2016,676
Males,65 - 69,128021537,Royal National Park,2016,0
Females,10 - 14,126021500,Macquarie Park - Marsfield,2016,291
Females,65 - 69,119021367,Roselands,2016,313
Females,70 - 74,113011259,Narrandera,2016,159
Males,5 - 9,111021218,Morisset - Cooranbong,2016,434
Males,55 - 59,107011131,Dapto - Avondale,2016,715
Females,35 - 39,124041466,Richmond - Clarendon,2016,401
Males,30 - 34,110021192,Inverell Region - East,2016,116
Females,20 - 24,106021115,Maitland - East,2016,871
Males,15 - 19,103041078,Orange - North,2016,689
Females,10 - 14,116031313,Bidwill - Hebersham - Emerton,2016,706
Males,60 - 64,107021135,Illawarra Catchment Reserve,2016,1
Females,40 - 44,101011005,Young,2016,304
Females,5 - 9,111021216,Bonnells Bay - Silverwater,2016,274
Males,0 - 4,107011132,Horsley - Kembla Grange,2016,350
Males,5 - 9,111021220,Wangi Wangi - Rathmines,2016,248
Males,0 - 4,114011280,Sussex Inlet - Berrara,2016,99
Females,50 - 54,110041204,Tamworth - West,2016,163
Males,45 - 49,128021536,Oyster Bay - Como - Jannali,2016,809
Males,20 - 24,125031487,Yennora Industrial,2016,0
Males,0 - 4,113021260,Tumbarumba,2016,82
Males,85 and over,111031234,Waratah - North Lambton,2016,163
Females,15 - 19,117011321,Botany,2016,258
Males,35 - 39,120011383,Concord - Mortlake - Cabarita,2016,766
Females,85 and over,103011060,Bathurst Region,2016,34
Females,25 - 29,102011031,Erina - Green Point,2016,333
Females,35 - 39,119011361,Yagoona - Birrong,2016,666
Males,45 - 49,197979799,Migratory - Offshore - Shipping (NSW),2016,0
Females,55 - 59,116031313,Bidwill - Hebersham - Emerton,2016,523
Males,15 - 19,115011291,Baulkham Hills (West) - Bella Vista,2016,804
Males,55 - 59,116021309,Glenwood,2016,452
Females,15 - 19,124051469,Erskine Park,2016,314
Females,45 - 49,115021297,Dural - Kenthurst - Wisemans Ferry,2016,885
Males,60 - 64,107011134,Unanderra - Mount Kembla,2016,437
Females,70 - 74,110011189,Walcha,2016,106
Males,75 - 79,106031121,Nelson Bay Peninsula,2016,647
Females,35 - 39,124011453,Lawson - Hazelbrook - Linden,2016,355
Males,20 - 24,113031263,Cootamundra,2016,180
Males,20 - 24,104021086,Coramba - Nana Glen - Bucca,2016,101
Females,55 - 59,123021436,Bradbury - Wedderburn,2016,545
Females,50 - 54,128011531,Sylvania - Taren Point,2016,557
Females,35 - 39,121011402,Willoughby - Castle Cove - Northbridge,2016,904
Females,40 - 44,108031161,Lord Howe Island,2016,16
Females,70 - 74,114011273,Callala Bay - Currarong,2016,143
Females,30 - 34,108031161,Lord Howe Island,2016,21
Females,30 - 34,127031526,Prestons - Lurnea,2016,1176
Females,30 - 34,107021135,Illawarra Catchment Reserve,2016,0
Females,85 and over,113031270,Wagga Wagga - West,2016,279
Females,50 - 54,125041490,North Rocks,2016,295
Males,15 - 19,127011507,Green Valley - Cecil Hills,2016,1477
Males,45 - 49,109021179,Wentworth-Balranald Region,2016,138
Males,5 - 9,104021088,Korora - Emerald Beach,2016,337
Males,55 - 59,107011133,Port Kembla Industrial,2016,2
Females,25 - 29,124031463,Mulgoa - Luddenham - Orchard Hills,2016,399
Females,25 - 29,112011241,Evans Head,2016,103
Females,40 - 44,112011240,Byron Bay,2016,366
Males,45 - 49,101021008,Karabar,2016,293
Males,15 - 19,101041018,Batemans Bay - South,2016,222
Females,50 - 54,102011040,Umina - Booker Bay - Patonga,2016,789
Females,35 - 39,102021046,Budgewoi - Buff Point - Halekulani,2016,248
Females,60 - 64,110031195,Moree,2016,206
Females,60 - 64,115011296,West Pennant Hills,2016,541
Males,10 - 14,125011473,Homebush Bay - Silverwater,2016,315
Females,60 - 64,127021516,Fairfield - West,2016,502
Males,85 and over,111021219,Toronto - Awaba,2016,203
Males,75 - 79,127021513,Canley Vale - Canley Heights,2016,183
Males,30 - 34,113011257,Griffith Region,2016,369
Females,15 - 19,106041129,Scone Region,2016,243
Males,75 - 79,104021085,Coffs Harbour - South,2016,229
Females,80 - 84,106021116,Maitland - North,2016,64
Males,20 - 24,110021192,Inverell Region - East,2016,134
Females,10 - 14,111011207,Belmont South - Blacksmiths,2016,152
Females,85 and over,124011449,Blackheath - Megalong Valley,2016,57
Males,20 - 24,119021365,Lakemba - Wiley Park,2016,1273
Males,40 - 44,101011003,Yass,2016,217
Males,55 - 59,124031463,Mulgoa - Luddenham - Orchard Hills,2016,309
Males,30 - 34,112021244,Casino,2016,280
Males,75 - 79,118021350,Malabar - La Perouse - Chifley,2016,388
Males,55 - 59,122011418,Balgowlah - Clontarf - Seaforth,2016,648
Females,50 - 54,110041201,Quirindi,2016,258
Females,10 - 14,119011359,Panania - Milperra - Picnic Point,2016,870
Females,5 - 9,128021537,Royal National Park,2016,0
Females,45 - 49,117031337,Sydney - Haymarket - The Rocks,2016,568
Males,5 - 9,119031368,Hurstville,2016,632
Females,40 - 44,109011173,Albury - North,2016,334
Females,75 - 79,107011134,Unanderra - Mount Kembla,2016,194
Males,65 - 69,127021520,St Johns Park - Wakeley,2016,327
Males,85 and over,121021404,Berowra - Brooklyn - Cowan,2016,43
Females,80 - 84,123011435,Mount Annan - Currans Hill,2016,91
Males,50 - 54,107021135,Illawarra Catchment Reserve,2016,0
Males,25 - 29,108041166,Wauchope,2016,224
Females,60 - 64,108021156,Kempsey Region,2016,415
Females,20 - 24,116021312,Riverstone - Marsden Park,2016,562
Males,65 - 69,110041203,Tamworth - North,2016,325
Males,60 - 64,111031231,Shortland - Jesmond,2016,168
Males,25 - 29,109031184,Moama,2016,131
Males,80 - 84,101021011,Queanbeyan Region,2016,66
Males,35 - 39,110041204,Tamworth - West,2016,170
Females,60 - 64,122021421,Bayview - Elanora Heights,2016,375
Males,45 - 49,108051168,Old Bar - Manning Point - Red Head,2016,309
Males,65 - 69,114021284,Bowral,2016,523
Males,50 - 54,126021503,West Ryde - Meadowbank,2016,542
Females,75 - 79,103041079,Orange Region,2016,144
Females,85 and over,105031100,Dubbo - East,2016,109
Males,20 - 24,121021406,Normanhurst - Thornleigh - Westleigh,2016,568
Males,35 - 39,102021055,Tuggerah - Kangy Angy,2016,143
Females,45 - 49,105011095,Nyngan - Warren,2016,172
Males,30 - 34,113021261,Tumut,2016,186
Females,45 - 49,127031524,Holsworthy - Wattle Grove,2016,787
Females,45 - 49,121031409,Pymble,2016,786
Males,85 and over,124031459,Emu Plains - Leonay,2016,80
Males,35 - 39,120031392,Canterbury (North) - Ashbury,2016,393
Females,55 - 59,110041199,Gunnedah,2016,287
Males,20 - 24,114011277,North Nowra - Bomaderry,2016,464
Males,5 - 9,125031486,Smithfield Industrial,2016,0
Females,75 - 79,122031432,Terrey Hills - Duffys Forest,2016,52
Females,75 - 79,122031426,Dee Why - North Curl Curl,2016,299
Females,25 - 29,102011029,Box Head - MacMasters Beach,2016,212
Males,10 - 14,125021477,Ermington - Rydalmere,2016,660
Males,75 - 79,121021404,Berowra - Brooklyn - Cowan,2016,128
Males,50 - 54,122021422,Newport - Bilgola,2016,539
Females,60 - 64,111021215,Bolton Point - Teralba,2016,253
Males,30 - 34,108041166,Wauchope,2016,231
Males,35 - 39,123021438,Claymore - Eagle Vale - Raby,2016,637
Females,10 - 14,124011454,Springwood - Winmalee,2016,756
Females,50 - 54,118011346,Rose Bay - Vaucluse - Watsons Bay,2016,469
Males,0 - 4,121041416,Neutral Bay - Kirribilli,2016,485
Females,5 - 9,125021478,Oatlands - Dundas Valley,2016,591
Males,55 - 59,112031255,Tweed Heads - South,2016,798
Males,65 - 69,102011037,Point Clare - Koolewong,2016,165
Males,20 - 24,118021352,Randwick,2016,1292
Males,20 - 24,123031446,Douglas Park - Appin,2016,287
Females,50 - 54,119031368,Hurstville,2016,736
Females,25 - 29,106031120,Lemon Tree Passage - Tanilba Bay,2016,156
Females,25 - 29,116031319,Rooty Hill - Minchinbury,2016,825
Males,5 - 9,101031013,Bombala,2016,68
Females,35 - 39,116031319,Rooty Hill - Minchinbury,2016,770
Females,50 - 54,125031482,Greystanes - Pemulwuy,2016,783
Males,25 - 29,125041492,Parramatta - Rosehill,2016,2573
Females,55 - 59,128011529,Gymea - Grays Point,2016,575
Males,65 - 69,127011505,Badgerys Creek - Greendale,2016,299
Males,70 - 74,126021497,Eastwood - Denistone,2016,422
Females,50 - 54,123021438,Claymore - Eagle Vale - Raby,2016,742
Females,25 - 29,107041146,Figtree - Keiraville,2016,658
Females,75 - 79,101041018,Batemans Bay - South,2016,255
Males,80 - 84,111031232,Stockton - Fullerton Cove,2016,114
Females,80 - 84,109031182,Deniliquin,2016,151
Females,35 - 39,108051169,Taree,2016,484
Males,5 - 9,126021503,West Ryde - Meadowbank,2016,566
Males,85 and over,127021512,Cabramatta West - Mount Pritchard,2016,102
Females,65 - 69,108021158,Nambucca Heads,2016,316
Females,5 - 9,121011398,Chatswood (East) - Artarmon,2016,845
Females,35 - 39,121021403,Asquith - Mount Colah,2016,709
Males,75 - 79,102011030,Calga - Kulnura,2016,84
Males,85 and over,104021084,Coffs Harbour - North,2016,198
Males,40 - 44,114011278,Nowra,2016,644
Females,60 - 64,121021405,Hornsby - Waitara,2016,813
Males,70 - 74,111011209,Glendale - Cardiff - Hillsborough,2016,456
Females,40 - 44,112031254,Tweed Heads,2016,567
Females,25 - 29,119041378,Kogarah,2016,743
Females,35 - 39,102011040,Umina - Booker Bay - Patonga,2016,714
Females,75 - 79,111031228,Merewether - The Junction,2016,196
Males,40 - 44,118021348,Coogee - Clovelly,2016,1039
Males,60 - 64,121031411,Turramurra,2016,458
Males,80 - 84,105011096,Walgett - Lightning Ridge,2016,55
Males,45 - 49,102011041,Wamberal - Forresters Beach,2016,366
Females,60 - 64,128011529,Gymea - Grays Point,2016,508
Males,55 - 59,120031390,Ashfield,2016,629
Males,15 - 19,119031374,South Hurstville - Blakehurst,2016,845
Males,70 - 74,117031334,Pyrmont - Ultimo,2016,219
Males,55 - 59,114021288,Robertson - Fitzroy Falls,2016,130
Males,60 - 64,119011353,Bankstown,2016,712
Males,10 - 14,103041076,Blayney,2016,266
Females,85 and over,102021051,Ourimbah - Fountaindale,2016,28
Males,30 - 34,127021520,St Johns Park - Wakeley,2016,354
Males,80 - 84,114021287,Moss Vale - Berrima,2016,117
Males,40 - 44,123021441,Leumeah - Minto Heights,2016,548
Females,25 - 29,116021312,Riverstone - Marsden Park,2016,753
Males,35 - 39,107011132,Horsley - Kembla Grange,2016,314
Males,55 - 59,113021260,Tumbarumba,2016,150
Males,60 - 64,119031374,South Hurstville - Blakehurst,2016,564
Males,0 - 4,124051471,St Marys - Colyton,2016,1163
Males,25 - 29,124011455,Wentworth Falls,2016,112
Females,5 - 9,102011030,Calga - Kulnura,2016,141
Females,50 - 54,113011257,Griffith Region,2016,484
Males,30 - 34,122031428,Frenchs Forest - Belrose,2016,470
Females,70 - 74,120031396,Homebush,2016,123
Females,85 and over,125041493,Toongabbie - Constitution Hill,2016,345
Males,80 - 84,107031138,Kiama,2016,128
Males,70 - 74,101041024,Eurobodalla Hinterland,2016,117
Females,40 - 44,105011092,Bourke - Brewarrina,2016,133
Males,70 - 74,123021437,Campbelltown - Woodbine,2016,286
Males,40 - 44,105031100,Dubbo - East,2016,304
Males,45 - 49,108051171,Wingham,2016,169
Females,85 and over,115031300,Kurrajong Heights - Ebenezer,2016,114
Females,20 - 24,115011296,West Pennant Hills,2016,479
Females,70 - 74,104021086,Coramba - Nana Glen - Bucca,2016,64
Females,60 - 64,108041164,Port Macquarie - West,2016,629
Males,40 - 44,102011036,Niagara Park - Lisarow,2016,267
Females,40 - 44,102011032,Gosford - Springfield,2016,645
Males,30 - 34,105011093,Cobar,2016,178
Males,15 - 19,116021310,Parklea - Kellyville Ridge,2016,1036
Females,80 - 84,107041146,Figtree - Keiraville,2016,294
Males,45 - 49,124021456,Blue Mountains - South,2016,0
Females,45 - 49,114021284,Bowral,2016,457
Females,30 - 34,111011208,Charlestown - Dudley,2016,922
Females,25 - 29,118021349,Kensington - Kingsford,2016,1856
Females,15 - 19,122031431,Narrabeen - Collaroy,2016,690
Females,5 - 9,125031482,Greystanes - Pemulwuy,2016,1036
Females,15 - 19,125011474,Lidcombe - Regents Park,2016,989
Males,5 - 9,123011434,Elderslie - Harrington Park,2016,936
Males,45 - 49,102021056,Warnervale - Wadalba,2016,495
Males,85 and over,102021050,Lake Munmorah - Mannering Park,2016,115
Females,10 - 14,105021097,Broken Hill,2016,490
Males,35 - 39,105031105,Narromine,2016,155
Females,80 - 84,105031106,Wellington,2016,131
Females,0 - 4,122011419,Manly - Fairlight,2016,707
Males,35 - 39,112021247,Kyogle,2016,158
Males,40 - 44,113031264,Gundagai,2016,101
Males,20 - 24,125011473,Homebush Bay - Silverwater,2016,777
Males,10 - 14,118011344,Dover Heights,2016,340
Males,20 - 24,116011306,Doonside - Woodcroft,2016,968
Males,75 - 79,128021538,Sutherland - Kirrawee,2016,268
Females,20 - 24,105031105,Narromine,2016,164
Males,15 - 19,101031016,Jindabyne - Berridale,2016,229
Females,60 - 64,110031198,Narrabri Region,2016,139
Females,50 - 54,112011237,Ballina Region,2016,608
Females,70 - 74,121011399,Chatswood (West) - Lane Cove North,2016,298
Males,40 - 44,104021090,Urunga,2016,132
Females,70 - 74,119041376,Bexley,2016,446
Males,65 - 69,117011323,Pagewood - Hillsdale - Daceyville,2016,264
Females,40 - 44,119041377,Kingsgrove (South) - Bardwell Park,2016,496
Males,10 - 14,106021116,Maitland - North,2016,325
Males,65 - 69,119031372,Peakhurst - Lugarno,2016,505
Females,25 - 29,117021326,Marrickville,2016,1619
Females,65 - 69,108051171,Wingham,2016,197
Females,55 - 59,111021220,Wangi Wangi - Rathmines,2016,383
Females,80 - 84,113031265,Junee,2016,54
Females,75 - 79,101021009,Queanbeyan,2016,155
Females,55 - 59,119031371,Oatley - Hurstville Grove,2016,480
Males,15 - 19,117011325,Sydney Airport,2016,4
Females,60 - 64,117021328,Sydenham - Tempe - St Peters,2016,192
Males,50 - 54,112031255,Tweed Heads - South,2016,755
Females,65 - 69,115021298,Galston - Laughtondale,2016,149
Females,30 - 34,113031267,Wagga Wagga - East,2016,537
Females,20 - 24,117031338,Waterloo - Beaconsfield,2016,2700
Females,15 - 19,104011081,Grafton Region,2016,463
Females,70 - 74,110011187,Armidale Region - North,2016,113
Males,5 - 9,105021098,Far West,2016,81
Females,30 - 34,125041491,Northmead,2016,1603
Males,50 - 54,125021477,Ermington - Rydalmere,2016,718
Females,30 - 34,125041488,Girraween - Westmead,2016,1691
Males,5 - 9,106011109,Cessnock Region,2016,323
Males,70 - 74,120021389,Lilyfield - Rozelle,2016,203
Males,40 - 44,125041490,North Rocks,2016,286
Females,55 - 59,125031486,Smithfield Industrial,2016,0
Males,50 - 54,113031265,Junee,2016,223
Males,65 - 69,107011131,Dapto - Avondale,2016,703
Males,20 - 24,102011040,Umina - Booker Bay - Patonga,2016,671
Males,45 - 49,122021422,Newport - Bilgola,2016,482
Males,75 - 79,115011295,Kellyville,2016,217
Males,15 - 19,107041146,Figtree - Keiraville,2016,812
Females,50 - 54,106011110,Dungog,2016,356
Females,35 - 39,105031103,Dubbo Region,2016,165
Females,70 - 74,116031316,Lethbridge Park - Tregear,2016,387
Males,70 - 74,110031197,Narrabri,2016,146
Females,45 - 49,101041021,Broulee - Tomakin,2016,103
Males,70 - 74,115031299,Bilpin - Colo - St Albans,2016,110
Males,15 - 19,118011345,Paddington - Moore Park,2016,198
Females,40 - 44,108041165,Port Macquarie Region,2016,178
Females,55 - 59,102011038,Saratoga - Davistown,2016,253
Females,35 - 39,125031484,Guildford West - Merrylands West,2016,721
Males,40 - 44,107031136,Albion Park - Macquarie Pass,2016,487
Males,75 - 79,102011032,Gosford - Springfield,2016,250
Males,60 - 64,105011095,Nyngan - Warren,2016,139
Females,15 - 19,116011304,Blacktown (North) - Marayong,2016,548
Females,55 - 59,107041150,Woonona - Bulli - Russell Vale,2016,664
Males,65 - 69,116031314,Glendenning Dean Park,2016,103
Females,5 - 9,110011188,Armidale Region - South,2016,225
Males,25 - 29,111031223,Beresfield - Hexham,2016,309
Males,75 - 79,108021160,South West Rocks,2016,178
Males,75 - 79,111011210,Mount Hutton - Windale,2016,138
Males,70 - 74,126021499,Hunters Hill - Woolwich,2016,213
Females,50 - 54,125041492,Parramatta - Rosehill,2016,517
Females,65 - 69,101041023,Eden,2016,141
Females,15 - 19,108021155,Kempsey,2016,456
Females,55 - 59,123021443,Minto - St Andrews,2016,684
Males,5 - 9,127021511,Cabramatta - Lansvale,2016,809
Females,35 - 39,123021440,Ingleburn - Denham Court,2016,754
Males,20 - 24,117011320,Banksmeadow,2016,0
Males,5 - 9,103021066,Grenfell,2016,119
Males,80 - 84,117021326,Marrickville,2016,255
Females,0 - 4,103021062,Condobolin,2016,263
Females,55 - 59,114011272,Berry - Kangaroo Valley,2016,425
Males,55 - 59,108021156,Kempsey Region,2016,493
Females,0 - 4,107041150,Woonona - Bulli - Russell Vale,2016,701
Females,30 - 34,107031137,Albion Park Rail,2016,249
Males,30 - 34,127031524,Holsworthy - Wattle Grove,2016,858
Males,20 - 24,124011453,Lawson - Hazelbrook - Linden,2016,314
Females,40 - 44,108041163,Port Macquarie - East,2016,907
Females,30 - 34,119011358,Padstow,2016,617
Males,65 - 69,124031459,Emu Plains - Leonay,2016,411
Females,70 - 74,117011322,Mascot - Eastlakes,2016,402
Males,40 - 44,125031483,Guildford - South Granville,2016,629
Males,65 - 69,108041163,Port Macquarie - East,2016,919
Females,15 - 19,111011207,Belmont South - Blacksmiths,2016,185
Males,0 - 4,102021048,Gorokan - Kanwal - Charmhaven,2016,687
Females,0 - 4,113031271,Wagga Wagga Region,2016,483
Males,55 - 59,113011256,Griffith (NSW),2016,570
Males,80 - 84,124011454,Springwood - Winmalee,2016,213
Males,70 - 74,124051470,St Clair,2016,232
Males,35 - 39,115041301,Pitt Town - McGraths Hill,2016,328
Females,65 - 69,107031139,Kiama Downs - Minnamurra,2016,193
Males,60 - 64,110021191,Inverell,2016,294
Females,0 - 4,120031397,Strathfield,2016,665
Females,70 - 74,111031228,Merewether - The Junction,2016,248
Females,35 - 39,102021049,Jilliby - Yarramalong,2016,100
Males,50 - 54,118011345,Paddington - Moore Park,2016,485
Males,70 - 74,111021217,Edgeworth - Cameron Park,2016,198
Males,25 - 29,104011082,Maclean - Yamba - Iluka,2016,269
Females,20 - 24,120031390,Ashfield,2016,1208
Males,25 - 29,114011282,Ulladulla,2016,285
Females,20 - 24,121041417,North Sydney - Lavender Bay,2016,377
Males,15 - 19,102011029,Box Head - MacMasters Beach,2016,342
Females,35 - 39,103021062,Condobolin,2016,164
Females,70 - 74,104021091,Woolgoolga - Arrawarra,2016,285
Females,35 - 39,121031411,Turramurra,2016,580
Females,55 - 59,105011093,Cobar,2016,144
Females,20 - 24,115011291,Baulkham Hills (West) - Bella Vista,2016,846
Males,30 - 34,103041077,Orange,2016,604
Females,5 - 9,101011003,Yass,2016,236
Females,0 - 4,102011029,Box Head - MacMasters Beach,2016,290
Females,80 - 84,103031075,Wollangambe - Wollemi,2016,0
Males,25 - 29,126021502,Ryde - Putney,2016,1414
Females,85 and over,107011133,Port Kembla Industrial,2016,0
Females,60 - 64,111011211,Redhead,2016,121
Females,60 - 64,104021088,Korora - Emerald Beach,2016,333
Females,15 - 19,114011281,Tomerong - Wandandian - Woollamia,2016,111
Males,20 - 24,102011042,Woy Woy - Blackwall,2016,385
Males,10 - 14,124021456,Blue Mountains - South,2016,0
Females,50 - 54,119011354,Bass Hill - Georges Hall,2016,661
Females,70 - 74,112011242,Lennox Head - Skennars Head,2016,163
Females,55 - 59,102021051,Ourimbah - Fountaindale,2016,187
Males,60 - 64,119011360,Revesby,2016,418
Females,30 - 34,119011360,Revesby,2016,585
Males,80 - 84,104011081,Grafton Region,2016,161
Males,70 - 74,122031430,Manly Vale - Allambie Heights,2016,260
Males,30 - 34,125031479,Chester Hill - Sefton,2016,723
Females,25 - 29,119031368,Hurstville,2016,1636
Males,80 - 84,102021056,Warnervale - Wadalba,2016,106
Males,10 - 14,113011256,Griffith (NSW),2016,632
Males,25 - 29,112031251,Murwillumbah,2016,214
Males,80 - 84,118011346,Rose Bay - Vaucluse - Watsons Bay,2016,123
Males,55 - 59,119041379,Kogarah Bay - Carlton - Allawah,2016,496
Males,50 - 54,105031100,Dubbo - East,2016,343
Females,80 - 84,110031196,Moree Region,2016,29
Females,65 - 69,123021439,Holsworthy Military Area,2016,0
Females,60 - 64,127021511,Cabramatta - Lansvale,2016,700
Females,35 - 39,111021219,Toronto - Awaba,2016,323
Females,65 - 69,107031141,Shellharbour - Flinders,2016,416
Females,35 - 39,126011495,Epping - North Epping,2016,987
Females,45 - 49,122031425,Cromer,2016,343
Males,65 - 69,106011112,Singleton,2016,312
Males,30 - 34,104021090,Urunga,2016,104
Males,80 - 84,117031333,Potts Point - Woolloomooloo,2016,158
Males,50 - 54,123011434,Elderslie - Harrington Park,2016,660
Females,50 - 54,115011290,Baulkham Hills (East),2016,663
Males,20 - 24,109011175,Albury Region,2016,274
Females,25 - 29,101041020,Bega-Eden Hinterland,2016,161
Females,55 - 59,106011111,Kurri Kurri - Abermain,2016,608
Males,45 - 49,126011496,Pennant Hills - Cheltenham,2016,719
Females,50 - 54,121041416,Neutral Bay - Kirribilli,2016,556
Females,30 - 34,114021286,Mittagong,2016,201
Females,40 - 44,106011112,Singleton,2016,599
Males,5 - 9,107011132,Horsley - Kembla Grange,2016,381
Females,75 - 79,116031314,Glendenning Dean Park,2016,48
Females,45 - 49,127021520,St Johns Park - Wakeley,2016,375
Females,25 - 29,101031015,Cooma Region,2016,44
Females,65 - 69,125021476,Carlingford,2016,678
Females,65 - 69,127011507,Green Valley - Cecil Hills,2016,537
Males,10 - 14,122021422,Newport - Bilgola,2016,509
Females,20 - 24,109031181,Corowa Region,2016,140
Males,25 - 29,105031099,Coonabarabran,2016,175
Females,50 - 54,117031337,Sydney - Haymarket - The Rocks,2016,513
Males,5 - 9,120011384,Concord West - North Strathfield,2016,591
Males,75 - 79,120031392,Canterbury (North) - Ashbury,2016,148
Males,50 - 54,102011039,Terrigal - North Avoca,2016,438
Females,5 - 9,125041494,Winston Hills,2016,434
Males,80 - 84,124031460,Glenmore Park - Regentville,2016,60
Females,70 - 74,106021118,Thornton - Millers Forest,2016,127
Males,70 - 74,113031268,Wagga Wagga - North,2016,52
Females,70 - 74,101041020,Bega-Eden Hinterland,2016,192
Females,20 - 24,113011258,Leeton,2016,280
Females,10 - 14,108041166,Wauchope,2016,421
Males,10 - 14,119031369,Mortdale - Penshurst,2016,670
Females,55 - 59,128021533,Heathcote - Waterfall,2016,194
Females,0 - 4,105031104,Gilgandra,2016,128
Females,75 - 79,122021420,Avalon - Palm Beach,2016,193
Males,40 - 44,101041025,Merimbula - Tura Beach,2016,252
Females,5 - 9,112031254,Tweed Heads,2016,421
Males,45 - 49,125041490,North Rocks,2016,277
Males,5 - 9,122031429,Freshwater - Brookvale,2016,758
Females,50 - 54,121031409,Pymble,2016,684
Females,5 - 9,104011080,Grafton,2016,609
